system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,0.0005721066845580935,0.00013084594684187323,6.882818706799299e-05
reaction_diffusion,2,0.0002247839147457853,6.562743510585278e-05,6.296915671555325e-05
reaction_diffusion,3,0.00011925306171178818,4.263419396011159e-05,5.538144978345372e-05
reaction_diffusion,4,7.859559264034033e-05,3.401688445592299e-05,4.959328725817613e-05
reaction_diffusion,5,6.523066258523613e-05,3.209644273738377e-05,4.391853144625202e-05
reaction_diffusion,6,5.8242461818736047e-05,3.2044670660980046e-05,3.867018676828593e-05
reaction_diffusion,7,5.798262282041833e-05,3.42601997544989e-05,3.389456105651334e-05
reaction_diffusion,8,6.00745297560934e-05,3.736354483407922e-05,2.9277576686581597e-05
reaction_diffusion,9,5.9201141993980855e-05,3.8924477848922834e-05,2.5005423594848253e-05
reaction_diffusion,10,5.6869113905122504e-05,3.8402238715207204e-05,2.1322215616237372e-05
reaction_diffusion,11,5.186205089557916e-05,3.647969424491748e-05,1.7549102267366834e-05
reaction_diffusion,12,5.155947292223573e-05,3.691018355311826e-05,1.4128799193713348e-05
reaction_diffusion,13,4.610455289366655e-05,3.3561289455974475e-05,1.1709675163729116e-05
reaction_diffusion,14,3.953510895371437e-05,2.9330813049455173e-05,9.380531992064789e-06
reaction_diffusion,15,3.472825846984051e-05,2.5849545636447147e-05,7.204968369478593e-06
reaction_diffusion,16,2.932786082965322e-05,2.1769545128336176e-05,5.470536507345969e-06
