system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,0.0006542127230204642,6.133698479970917e-05,7.351918611675501e-05
reaction_diffusion,2,0.00020493216288741678,3.0624549253843725e-05,6.865528848720714e-05
reaction_diffusion,3,8.375633478863165e-05,1.9234275896451436e-05,6.057742575649172e-05
reaction_diffusion,4,4.252737926435657e-05,1.5125875506782904e-05,5.536634489544667e-05
reaction_diffusion,5,2.510611739126034e-05,1.1675118912535254e-05,4.937543781124987e-05
reaction_diffusion,6,1.3372974535741378e-05,8.463915946776979e-06,4.4048905692761764e-05
reaction_diffusion,7,1.2454795978555921e-05,8.026457180676516e-06,3.926221688743681e-05
reaction_diffusion,8,1.1072484994656406e-05,7.03060186424409e-06,3.5397584724705666e-05
reaction_diffusion,9,7.830795766494703e-06,5.90195668337401e-06,3.035156987607479e-05
reaction_diffusion,10,5.416296517068986e-06,3.5913794818043243e-06,2.709606269490905e-05
reaction_diffusion,11,6.141703579487512e-06,4.189619176031556e-06,2.230131212854758e-05
reaction_diffusion,12,4.410615019878605e-06,2.3785114535712637e-06,2.0659876099671237e-05
reaction_diffusion,13,4.105347670702031e-06,2.170298103010282e-06,1.564895319461357e-05
reaction_diffusion,14,2.925732133007841e-06,1.586919893270533e-06,1.3893790310248733e-05
reaction_diffusion,15,3.082661805819953e-06,1.4204225635694456e-06,1.2638349289773032e-05
reaction_diffusion,16,2.5545014068484306e-06,1.2121386134822387e-06,9.208445590047631e-06
