system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,0.0003322894626762718,7.711526995990425e-05,7.100103539414704e-05
reaction_diffusion,2,0.00013710556959267706,3.479517181403935e-05,6.622613000217825e-05
reaction_diffusion,3,8.04923110990785e-05,1.9144847101415507e-05,5.9298650739947334e-05
reaction_diffusion,4,4.867603274760768e-05,1.0511976142879575e-05,5.4314983572112396e-05
reaction_diffusion,5,3.442916931817308e-05,7.1138797466119286e-06,4.825333599001169e-05
reaction_diffusion,6,2.332813346583862e-05,4.656924829760101e-06,4.3878269934793934e-05
reaction_diffusion,7,1.7504997231299058e-05,3.4944639537570765e-06,3.9338188798865303e-05
reaction_diffusion,8,1.208183130074758e-05,2.457621803841903e-06,3.39826219715178e-05
reaction_diffusion,9,1.038140726450365e-05,2.0510542526608333e-06,3.091985490755178e-05
reaction_diffusion,10,7.918061783129815e-06,1.6440603758383077e-06,2.667396438482683e-05
reaction_diffusion,11,5.800901817565318e-06,1.3261206959214178e-06,2.319821396667976e-05
reaction_diffusion,12,5.256006716081174e-06,1.3135279459675075e-06,2.004720772674773e-05
reaction_diffusion,13,4.598417490342399e-06,1.444343752154964e-06,1.7203285096911713e-05
reaction_diffusion,14,4.115900537726702e-06,1.5952693956933217e-06,1.4380523680301849e-05
reaction_diffusion,15,3.180083922416088e-06,1.6489274230480078e-06,1.1835207260446623e-05
reaction_diffusion,16,2.662677388798329e-06,1.8642101622390328e-06,9.52916616370203e-06
