system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,0.0002653370320331305,3.714021295309067e-05,7.380615716101602e-05
reaction_diffusion,2,0.00013959516945760697,2.7991776732960716e-05,7.007304520811886e-05
reaction_diffusion,3,9.025827603181824e-05,2.597805723780766e-05,6.54875548207201e-05
reaction_diffusion,4,6.954065611353144e-05,2.599192339403089e-05,6.0703125200234354e-05
reaction_diffusion,5,5.5907032219693065e-05,2.5137833290500566e-05,5.6281940487679094e-05
reaction_diffusion,6,4.690908463089727e-05,2.4665470846230164e-05,5.179356230655685e-05
reaction_diffusion,7,4.2252697312505916e-05,2.3824874006095342e-05,4.807933873962611e-05
reaction_diffusion,8,3.624643068178557e-05,2.2431029719882645e-05,4.380220707389526e-05
reaction_diffusion,9,2.8441714675864205e-05,1.8345990611123852e-05,4.114788316655904e-05
reaction_diffusion,10,2.5461489713052288e-05,1.6701704225852154e-05,3.75048111891374e-05
reaction_diffusion,11,2.2392028768081218e-05,1.5482748494832776e-05,3.3700463973218575e-05
reaction_diffusion,12,2.0850831788266078e-05,1.3902077625971287e-05,3.104519419139251e-05
reaction_diffusion,13,1.8062119124806486e-05,1.216126747749513e-05,2.8319411285337992e-05
reaction_diffusion,14,1.7103013306041248e-05,1.1253953744017053e-05,2.453379966027569e-05
reaction_diffusion,15,1.6361842426704243e-05,1.0594163541099988e-05,2.1988946173223667e-05
reaction_diffusion,16,1.58737620949978e-05,9.936501555785071e-06,1.956368396349717e-05
