system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,0.00040150905260816216,7.768368232063949e-05,7.308657222893089e-05
reaction_diffusion,2,0.00015571413678117096,3.819457197096199e-05,6.541439506690949e-05
reaction_diffusion,3,8.693411655258387e-05,2.5370456569362432e-05,5.802940722787753e-05
reaction_diffusion,4,6.328969175228849e-05,2.2240668840822764e-05,5.326549944584258e-05
reaction_diffusion,5,5.48813259229064e-05,2.1977642973070033e-05,4.752511813421734e-05
reaction_diffusion,6,5.308971230988391e-05,2.4483653760398738e-05,4.2245232179993764e-05
reaction_diffusion,7,5.484990469994955e-05,2.8285427106311545e-05,3.667952842079103e-05
reaction_diffusion,8,5.820712976856157e-05,3.2558127713855356e-05,3.186763569829054e-05
reaction_diffusion,9,6.25033862888813e-05,3.693469989229925e-05,2.781205330393277e-05
reaction_diffusion,10,6.865263276267797e-05,4.229357000440359e-05,2.3154421796789393e-05
reaction_diffusion,11,7.254168303916231e-05,4.6348508476512507e-05,1.8827058738679625e-05
reaction_diffusion,12,7.614120841026306e-05,4.9356727686244994e-05,1.5384232028736733e-05
reaction_diffusion,13,7.937628834042698e-05,5.1072300266241655e-05,1.2567260455398355e-05
reaction_diffusion,14,8.32004370749928e-05,5.2557421440724283e-05,9.681436495156959e-06
reaction_diffusion,15,8.724652434466407e-05,5.330404746928252e-05,7.167398507590406e-06
reaction_diffusion,16,9.132103878073394e-05,5.263245111564174e-05,5.47323043065262e-06
