system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
heat,1,0.07943757623434067,0.013838611543178558,0.00010872855636989698
heat,2,0.029392870143055916,0.008192230015993118,9.126224176725373e-05
heat,3,0.020102834329009056,0.006656673736870289,9.591754496796057e-05
heat,4,0.016864074394106865,0.005963420961052179,9.614716691430658e-05
heat,5,0.015325506217777729,0.005662194918841124,9.630869317334145e-05
heat,6,0.014714539982378483,0.0055858297273516655,9.942850010702386e-05
heat,7,0.015368196181952953,0.005802546627819538,9.994388528866693e-05
heat,8,0.016476860269904137,0.006023210007697344,0.00010150964953936636
heat,9,0.0181290153414011,0.0062837982550263405,0.00010134976037079468
heat,10,0.019315455108880997,0.006276456639170647,0.00011399543291190639
heat,11,0.021051915362477303,0.006314774043858051,0.00010803739132825285
heat,12,0.022619018331170082,0.006225340534001589,0.00010909954289672896
heat,13,0.024222420528531075,0.0060562863945961,0.00010627570009091869
heat,14,0.02550157718360424,0.005792167503386736,0.0001244026207132265
heat,15,0.026700956746935844,0.0054605198092758656,0.00012667040573433042
heat,16,0.027267858386039734,0.0049780914559960365,0.00011791446740971878
