system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,0.0003985897928941995,6.357333768391982e-05,7.535947224823758e-05
reaction_diffusion,2,0.00012774417700711638,2.836410203599371e-05,6.989219400566071e-05
reaction_diffusion,3,6.435124669224024e-05,1.8330141756450757e-05,6.42291342956014e-05
reaction_diffusion,4,4.137307041673921e-05,1.4870538507238962e-05,5.967172182863578e-05
reaction_diffusion,5,3.179342093062587e-05,1.3595723430626094e-05,5.522233550436795e-05
reaction_diffusion,6,2.331968971702736e-05,1.2464943210943602e-05,5.177265120437369e-05
reaction_diffusion,7,1.8819522665580735e-05,1.1317615644657053e-05,4.7470770368818194e-05
reaction_diffusion,8,1.583356970513705e-05,1.0858232599275652e-05,4.3928677769145e-05
reaction_diffusion,9,1.4940554137865547e-05,1.0563519026618451e-05,3.9772810850990936e-05
reaction_diffusion,10,1.3201453839428723e-05,1.0017890417657327e-05,3.4560682252049446e-05
reaction_diffusion,11,1.2008345947833732e-05,9.813014912651852e-06,3.1924373615765944e-05
reaction_diffusion,12,1.0446721717016771e-05,8.645029083709233e-06,2.827321623044554e-05
reaction_diffusion,13,9.74220620264532e-06,8.371770491066854e-06,2.4941902665887028e-05
reaction_diffusion,14,1.0269271115248557e-05,8.813934073259588e-06,2.238029810541775e-05
reaction_diffusion,15,9.513692020846065e-06,8.312986210512463e-06,1.9546158000594005e-05
reaction_diffusion,16,9.993153980758507e-06,8.905186405172572e-06,1.6450945622636937e-05
