system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,5.228581721894443e-05,1.0535397450439632e-05,7.472195284208283e-05
reaction_diffusion,2,4.381312010082183e-06,1.5770883692312054e-06,6.307088915491477e-05
reaction_diffusion,3,1.1926483693969203e-06,2.762969302239071e-07,5.7448065490461886e-05
reaction_diffusion,4,2.247393922516494e-06,9.60048737397301e-07,5.691780461347662e-05
reaction_diffusion,5,6.7583678173832595e-06,3.6769156395166647e-06,5.194872210267931e-05
reaction_diffusion,6,1.0511473192309495e-05,6.111126367613906e-06,5.121140566188842e-05
reaction_diffusion,7,1.2756303476635367e-05,7.693326551816426e-06,4.614863792085089e-05
reaction_diffusion,8,9.479633263254073e-06,5.760263320553349e-06,4.018195977550931e-05
reaction_diffusion,9,8.512767635693308e-06,5.296980361890746e-06,3.3855889341793954e-05
reaction_diffusion,10,7.583236310892971e-06,4.784427801496349e-06,3.320976611576043e-05
reaction_diffusion,11,4.9957834562519565e-06,3.1498059342993656e-06,2.991099245264195e-05
reaction_diffusion,12,3.924275915778708e-06,2.535883140808437e-06,2.4237899197032675e-05
reaction_diffusion,13,2.1629195998684736e-06,1.3672814702658798e-06,2.4466142349410802e-05
reaction_diffusion,14,1.400309997734439e-06,8.869863563631952e-07,1.8708655261434615e-05
reaction_diffusion,15,4.187810418443405e-07,1.989035922633775e-07,1.839282595028635e-05
reaction_diffusion,16,2.522150168715598e-07,1.2359997469957307e-07,1.4028903024154715e-05
