system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
wave,1,0.0972408726811409,0.02138504758477211,0.0003157017345074564
wave,2,0.04171768203377724,0.01323678344488144,0.00031396927079185843
wave,3,0.028329940512776375,0.00994813721626997,0.0003182155196554959
wave,4,0.021717196330428123,0.008232682943344116,0.0003242220846004784
wave,5,0.01873858831822872,0.0074894018471241,0.0003293986083008349
wave,6,0.017507437616586685,0.007105603814125061,0.0003473219112493098
wave,7,0.016306011006236076,0.006714332848787308,0.0003362226707395166
wave,8,0.015625951811671257,0.006551933474838734,0.0003521822509355843
wave,9,0.015041622333228588,0.006426332518458366,0.00036246830131858587
wave,10,0.01461382582783699,0.006382851395756006,0.0003592261055018753
wave,11,0.01483175065368414,0.006528211757540703,0.0003549482498783618
wave,12,0.01556318998336792,0.0068167769350111485,0.00034833935205824673
wave,13,0.017437271773815155,0.007367362733930349,0.00034343969309702516
wave,14,0.02011275663971901,0.007764255162328482,0.0003519691526889801
wave,15,0.02258540689945221,0.007787022273987532,0.00032059522345662117
wave,16,0.02506748028099537,0.007880978286266327,0.0003349502803757787
