system,strategy,full_rel_mse,tail16_rel_mse,final_step_rel_mse
burgers,latent,1.322835450558104e+22,1.3228697905052628e+22,8.170670260655711e+21
burgers,state,4.484027908609451e+26,4.4841448609668786e+26,2.9263582757139506e+26
burgers,latent_branch,1.2888351874012984e+22,1.288868851808513e+22,7.960662906431798e+21
burgers,hybrid_2,4.3543181090336276e+18,4.3544310838533816e+18,2.671208524100403e+18
burgers,hybrid_4,1.450419045793792e+17,1.450456497908613e+17,8.712616896836403e+16
burgers,hybrid_8,1.6493077277700417e+20,1.6493504767821296e+20,9.923359841906275e+19
burgers,hybrid_16,3.477027736209435e+21,3.477117526727006e+21,2.1206694884975198e+21
