system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,0.0003153318539261818,5.869596861884929e-05,7.31346444808878e-05
reaction_diffusion,2,0.00013196309737395495,2.849243719538208e-05,6.670204311376438e-05
reaction_diffusion,3,7.70957994973287e-05,1.683512527961284e-05,5.989155397401191e-05
reaction_diffusion,4,5.2768009481951594e-05,1.2126465662731789e-05,5.4771888244431466e-05
reaction_diffusion,5,3.8501551898662e-05,9.513738405075856e-06,4.887691466137767e-05
reaction_diffusion,6,3.096318323514424e-05,8.151467227435205e-06,4.494608219829388e-05
reaction_diffusion,7,2.25995754590258e-05,6.447985470003914e-06,3.9579412259627134e-05
reaction_diffusion,8,1.8260472643305548e-05,5.416623480414273e-06,3.5377182939555496e-05
reaction_diffusion,9,1.4550742889696267e-05,4.3588815969997086e-06,3.135747465421446e-05
reaction_diffusion,10,1.0901300811383408e-05,3.1342087822849862e-06,2.8303848012001254e-05
reaction_diffusion,11,7.807891961419955e-06,2.1983446458762046e-06,2.4468827177770436e-05
reaction_diffusion,12,6.557580491062254e-06,1.7390026414432214e-06,2.1236153770587407e-05
reaction_diffusion,13,3.98023939851555e-06,9.348237881567911e-07,1.804487874323968e-05
reaction_diffusion,14,2.7034207050746772e-06,6.529974712066178e-07,1.5291798263206147e-05
reaction_diffusion,15,3.3410362902941415e-06,8.320431561514852e-07,1.3432697414827999e-05
reaction_diffusion,16,2.5504707537038485e-06,6.62288073272066e-07,1.0949755051115062e-05
