system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,0.0005441369139589369,8.243320917245e-05,7.40139075787738e-05
reaction_diffusion,2,0.00018452107906341553,3.892761378665455e-05,6.82880126987584e-05
reaction_diffusion,3,9.92079803836532e-05,2.709668297029566e-05,6.166481762193143e-05
reaction_diffusion,4,6.57852942822501e-05,2.205340933869593e-05,5.595541006186977e-05
reaction_diffusion,5,5.0268532504560426e-05,1.969592267414555e-05,5.163510286365636e-05
reaction_diffusion,6,4.058490230818279e-05,1.760552368068602e-05,4.508559140958823e-05
reaction_diffusion,7,3.193313386873342e-05,1.5046131011331454e-05,4.105757034267299e-05
reaction_diffusion,8,2.557883271947503e-05,1.2663095731113572e-05,3.568453757907264e-05
reaction_diffusion,9,2.1359737729653716e-05,1.0615103747113608e-05,3.191531141055748e-05
reaction_diffusion,10,1.7007483620545827e-05,8.129706657200586e-06,2.6799914849107154e-05
reaction_diffusion,11,1.3253255929157604e-05,6.146973646536935e-06,2.3579385015182197e-05
reaction_diffusion,12,1.0349146577937063e-05,4.200008334009908e-06,1.990826967812609e-05
reaction_diffusion,13,9.433198101760354e-06,3.1279816994356224e-06,1.6644260540488176e-05
reaction_diffusion,14,8.518525646650232e-06,2.3260997750185197e-06,1.4235093658498954e-05
reaction_diffusion,15,8.116768185573164e-06,1.9088915905740578e-06,1.1722764611477032e-05
reaction_diffusion,16,7.997304237505887e-06,1.7037261841323925e-06,9.697171662992332e-06
