system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,0.0005236571305431426,6.938265869393945e-05,7.381714385701343e-05
reaction_diffusion,2,0.00013073414447717369,3.1298335670726374e-05,6.806961755501106e-05
reaction_diffusion,3,6.916193524375558e-05,1.918741145345848e-05,6.065712295821868e-05
reaction_diffusion,4,4.110995723749511e-05,1.2708846952591557e-05,5.552782749873586e-05
reaction_diffusion,5,2.946992390207015e-05,1.07886953628622e-05,5.031326872995123e-05
reaction_diffusion,6,2.1585290596704e-05,1.0276923603669275e-05,4.529285433818586e-05
reaction_diffusion,7,1.8919834474218078e-05,9.813678843784146e-06,4.157633156864904e-05
reaction_diffusion,8,1.7513109924038872e-05,1.1184228242200334e-05,3.545778599800542e-05
reaction_diffusion,9,1.612084270163905e-05,1.2381631677271798e-05,3.160247433697805e-05
reaction_diffusion,10,1.591071668372024e-05,1.3097645933157764e-05,2.7901603971258737e-05
reaction_diffusion,11,1.3638641576108057e-05,1.1981368515989743e-05,2.37998701777542e-05
reaction_diffusion,12,1.2716879609797616e-05,1.1562460713321343e-05,1.942817834788002e-05
reaction_diffusion,13,1.1213165635126643e-05,1.0717115401348565e-05,1.713280289550312e-05
reaction_diffusion,14,1.137908566306578e-05,1.1070977052440867e-05,1.3485979252436664e-05
reaction_diffusion,15,8.703371349838562e-06,8.875715138856322e-06,1.1419929251132999e-05
reaction_diffusion,16,6.463329100370174e-06,6.6361217250232585e-06,9.050323569681495e-06
