system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
wave,1,0.11922470480203629,0.022665338590741158,0.0003019912983290851
wave,2,0.047798722982406616,0.012879799120128155,0.000294899771688506
wave,3,0.0308749470859766,0.009786312468349934,0.0002841554523911327
wave,4,0.026240261271595955,0.00908367894589901,0.0002854858757928014
wave,5,0.025955846533179283,0.009122911840677261,0.00027894004597328603
wave,6,0.025778397917747498,0.0087444381788373,0.0002769788552541286
wave,7,0.02463698945939541,0.00815905723720789,0.00026969119790010154
wave,8,0.02301705814898014,0.0076234471052885056,0.0002743275836110115
wave,9,0.021814676001667976,0.007137613371014595,0.0002721051569096744
wave,10,0.021273372694849968,0.006532252300530672,0.0002707435342017561
wave,11,0.021216625347733498,0.0059469593688845634,0.00027198411407880485
wave,12,0.02070680446922779,0.005496266297996044,0.00026809482369571924
wave,13,0.020518561825156212,0.005031781271100044,0.0002731885469984263
wave,14,0.020656481385231018,0.004814709536731243,0.00026530385366640985
wave,15,0.021562868729233742,0.004648400004953146,0.00026289757806807756
wave,16,0.022581549361348152,0.004596597980707884,0.00025905005168169737
