system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,0.0006076098070479929,4.5859207602916285e-05,7.836466102162376e-05
reaction_diffusion,2,0.00021011069475207478,2.8758880944224074e-05,7.374431152129546e-05
reaction_diffusion,3,9.611292625777423e-05,2.3126531232264824e-05,6.545730866491795e-05
reaction_diffusion,4,5.015241913497448e-05,1.9282291759736836e-05,6.039936124579981e-05
reaction_diffusion,5,2.8868080335087143e-05,1.3359860531636514e-05,5.5039356084307656e-05
reaction_diffusion,6,1.6141682863235474e-05,9.723372386361007e-06,5.289540422381833e-05
reaction_diffusion,7,8.661688298161607e-06,5.177515504328767e-06,4.829006502404809e-05
reaction_diffusion,8,3.833337814285187e-06,2.81320467365731e-06,4.1267914639320225e-05
reaction_diffusion,9,1.7183557474709232e-06,7.867831754992949e-07,3.9166014175862074e-05
reaction_diffusion,10,2.1148287032701774e-06,4.223662699587294e-07,3.577681491151452e-05
reaction_diffusion,11,8.678140943629842e-07,1.1474543271106086e-07,3.0332694223034196e-05
reaction_diffusion,12,1.3235023743618513e-06,9.492925983067835e-07,2.6910864107776433e-05
reaction_diffusion,13,2.529352286728681e-06,1.9938938748964574e-06,2.3450111257261597e-05
reaction_diffusion,14,3.0363150926859817e-06,2.4768432922428474e-06,2.141386539733503e-05
reaction_diffusion,15,3.5895138807973126e-06,3.398715534785879e-06,1.6680540284141898e-05
reaction_diffusion,16,3.7884663015574915e-06,3.7295124002412194e-06,1.4828422536083963e-05
