system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,0.0005748314433731139,8.185081242118031e-05,7.156068022595719e-05
reaction_diffusion,2,0.0002093491784762591,3.6468918551690876e-05,6.435693649109453e-05
reaction_diffusion,3,0.00010479668708285317,2.0304567442508414e-05,5.794816024717875e-05
reaction_diffusion,4,6.682624371023849e-05,1.389643603033619e-05,5.218859587330371e-05
reaction_diffusion,5,4.540954978438094e-05,1.0238736649625935e-05,4.660035119741224e-05
reaction_diffusion,6,3.237668352085166e-05,7.802833351888694e-06,4.217790410621092e-05
reaction_diffusion,7,2.3012104065855965e-05,6.213810138433473e-06,3.74183218809776e-05
reaction_diffusion,8,1.881709977169521e-05,5.860085821041139e-06,3.2463824027217925e-05
reaction_diffusion,9,1.5270607036654837e-05,5.361369403544813e-06,2.9266491765156388e-05
reaction_diffusion,10,1.3779326764051802e-05,5.35098979526083e-06,2.535992825869471e-05
reaction_diffusion,11,1.1865783562825527e-05,4.9934446906263474e-06,2.216285611211788e-05
reaction_diffusion,12,9.74115391727537e-06,4.326677299104631e-06,1.905377757793758e-05
reaction_diffusion,13,7.726886906311847e-06,3.6092772006668383e-06,1.568338666402269e-05
reaction_diffusion,14,6.038791070750449e-06,3.1361080345959635e-06,1.349606736766873e-05
reaction_diffusion,15,4.237007487972733e-06,2.046248482656665e-06,1.0906157513090875e-05
reaction_diffusion,16,2.9612758680741535e-06,1.3461180969898123e-06,9.00692157301819e-06
