system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,0.0010837757727131248,6.9634617830161e-05,7.630695472471416e-05
reaction_diffusion,2,0.0001133549667429179,1.3977874004922342e-05,6.774380744900554e-05
reaction_diffusion,3,1.913127380248625e-05,3.878970801451942e-06,6.177533941809088e-05
reaction_diffusion,4,6.911830951139564e-06,2.1323985492927022e-06,6.082181789679453e-05
reaction_diffusion,5,4.765397079609102e-06,2.413106585663627e-06,5.2884141041431576e-05
reaction_diffusion,6,3.917547019227641e-06,2.46679269366723e-06,4.499307760852389e-05
reaction_diffusion,7,3.890026619046694e-06,2.5958079277188517e-06,4.2481085984036326e-05
reaction_diffusion,8,5.018996489525307e-06,3.7724398680438753e-06,3.783054853556678e-05
reaction_diffusion,9,6.4291548369510565e-06,4.941148290527053e-06,3.195039971615188e-05
reaction_diffusion,10,7.987084245542064e-06,6.364683031279128e-06,3.029233994311653e-05
reaction_diffusion,11,8.566616088501178e-06,7.286274467332987e-06,2.3985183361219242e-05
reaction_diffusion,12,8.785305908531882e-06,6.565787316503702e-06,2.211721584899351e-05
reaction_diffusion,13,7.066557827783981e-06,6.13333577348385e-06,1.9259043256170116e-05
reaction_diffusion,14,6.7869736994907726e-06,5.3429407671501394e-06,1.5843044820940122e-05
reaction_diffusion,15,5.94456059843651e-06,4.681184236687841e-06,1.261244233319303e-05
reaction_diffusion,16,4.903808530798415e-06,3.7564291233138647e-06,1.0227040547761135e-05
