system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,0.00031517635216005147,6.845810275990516e-05,7.517497579101473e-05
reaction_diffusion,2,0.00012117360165575519,4.022534267278388e-05,6.796844536438584e-05
reaction_diffusion,3,7.178783562267199e-05,3.0788552976446226e-05,6.38743003946729e-05
reaction_diffusion,4,5.343325392459519e-05,2.6151479687541723e-05,5.80758714932017e-05
reaction_diffusion,5,3.8959526136750355e-05,2.0583789591910318e-05,5.305284139467403e-05
reaction_diffusion,6,2.9786040613544174e-05,1.660945599724073e-05,4.923155574942939e-05
reaction_diffusion,7,2.261810004711151e-05,1.2402163520164322e-05,4.52717395091895e-05
reaction_diffusion,8,1.767099638527725e-05,9.805697118281387e-06,4.132856702199206e-05
reaction_diffusion,9,1.3613324881589506e-05,7.544467280240497e-06,3.775300501729362e-05
reaction_diffusion,10,9.438740562472958e-06,5.346350008039735e-06,3.390959682292305e-05
reaction_diffusion,11,7.315898528759135e-06,3.907449354301207e-06,3.0516201150021516e-05
reaction_diffusion,12,5.09251958646928e-06,2.790156486298656e-06,2.7203044737689197e-05
reaction_diffusion,13,4.27357190346811e-06,2.299505013070302e-06,2.3616536054760218e-05
reaction_diffusion,14,3.3605533644731622e-06,1.8996556718775537e-06,2.105545536323916e-05
reaction_diffusion,15,3.1459908313991036e-06,1.8378378854322364e-06,1.8333050320507027e-05
reaction_diffusion,16,3.1561799005430657e-06,1.826531615733984e-06,1.5936229829094373e-05
