system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,2.976354880956933e-05,3.76067168872396e-06,7.132005703169852e-05
reaction_diffusion,2,2.104950908687897e-06,4.966335040990089e-07,6.295507773756981e-05
reaction_diffusion,3,2.3972770577529445e-06,1.168912945104239e-06,5.598467760137282e-05
reaction_diffusion,4,5.778292688773945e-06,3.254619741710485e-06,5.370701910578646e-05
reaction_diffusion,5,4.923296728520654e-06,3.0542605600203387e-06,5.4778080084361136e-05
reaction_diffusion,6,7.400330559903523e-06,4.7334910959762055e-06,5.033013439970091e-05
reaction_diffusion,7,6.951565865165321e-06,4.355765213404084e-06,4.772397005581297e-05
reaction_diffusion,8,8.133441042446066e-06,5.229092494118959e-06,4.1768067603698e-05
reaction_diffusion,9,6.403487532224972e-06,4.210750830679899e-06,3.9133101381594315e-05
reaction_diffusion,10,6.178719559102319e-06,4.086962690053042e-06,3.4266948205186054e-05
reaction_diffusion,11,4.179225925327046e-06,2.6820491711987415e-06,2.9332102712942287e-05
reaction_diffusion,12,3.600202717279899e-06,2.239441073470516e-06,2.87254988506902e-05
reaction_diffusion,13,2.5969723083107965e-06,1.6775483118181e-06,2.400828270765487e-05
reaction_diffusion,14,1.5736658269815962e-06,9.820075774769066e-07,1.8784279745887034e-05
reaction_diffusion,15,1.3702842807106208e-06,8.076484050434374e-07,1.8383405404165387e-05
reaction_diffusion,16,1.2801483535440639e-06,7.967229862515524e-07,1.4367282346938737e-05
