system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,0.0005462007829919457,4.28485800512135e-05,7.649362669326365e-05
reaction_diffusion,2,0.00014755553274881095,2.8898439268232323e-05,7.3715862527024e-05
reaction_diffusion,3,8.658935985295102e-05,2.657046752574388e-05,6.629758718190715e-05
reaction_diffusion,4,5.788206908619031e-05,2.481697993061971e-05,6.139199831523001e-05
reaction_diffusion,5,4.22605371568352e-05,2.3017730200081132e-05,5.744458030676469e-05
reaction_diffusion,6,3.156126331305131e-05,2.0602070435415953e-05,5.246822547633201e-05
reaction_diffusion,7,2.4778099032118917e-05,1.854443507909309e-05,4.859470936935395e-05
reaction_diffusion,8,1.7965507140615955e-05,1.3808656149194576e-05,4.451544737094082e-05
reaction_diffusion,9,1.1539448678377084e-05,9.231193871528376e-06,4.02952719014138e-05
reaction_diffusion,10,7.548710073024267e-06,5.752639481215738e-06,3.706673305714503e-05
reaction_diffusion,11,5.474765657709213e-06,4.343018190411385e-06,3.315122739877552e-05
reaction_diffusion,12,4.589775926433504e-06,3.7198021800577408e-06,2.9056272978777997e-05
reaction_diffusion,13,3.0852236250211718e-06,1.2261427855264628e-06,2.6573741706670262e-05
reaction_diffusion,14,2.5106792236329056e-06,9.071018780559825e-07,2.4112499886541627e-05
reaction_diffusion,15,2.2161493689054623e-06,4.959446755492536e-07,2.0919929738738574e-05
reaction_diffusion,16,1.415378505953413e-06,2.7884718178938783e-07,1.7219441360794008e-05
