direct_ground_damage_rel_mse,experiment,latent_damage_mse,state_damage_rel_mse,step,system
0.0001264895690837875,crossover_heat_ld16_rl64,0.028948651626706123,0.006690344773232937,14,heat
0.00012175265146652237,crossover_heat_ld16_rl64,0.027584312483668327,0.006009567994624376,15,heat
0.0001304168108617887,crossover_heat_ld16_rl64,0.027196664363145828,0.005653550382703543,16,heat
8.693037671037018e-05,crossover_heat_ld16_rl80,0.0497763492166996,0.01080347504466772,1,heat
8.362741937162355e-05,crossover_heat_ld16_rl80,0.019814029335975647,0.006305370945483446,2,heat
7.609744352521375e-05,crossover_heat_ld16_rl80,0.01213277131319046,0.004796996712684631,3,heat
7.622857810929418e-05,crossover_heat_ld16_rl80,0.009231934323906898,0.004156420007348061,4,heat
7.607162842759863e-05,crossover_heat_ld16_rl80,0.007963456213474274,0.0038098094519227743,5,heat
7.652534259250388e-05,crossover_heat_ld16_rl80,0.007312129717320204,0.0036475283559411764,6,heat
7.75885273469612e-05,crossover_heat_ld16_rl80,0.007173445541411638,0.003627043217420578,7,heat
7.966379052959383e-05,crossover_heat_ld16_rl80,0.007125783711671829,0.003611357882618904,8,heat
7.777377322781831e-05,crossover_heat_ld16_rl80,0.007342552300542593,0.0036762552335858345,9,heat
7.51169936847873e-05,crossover_heat_ld16_rl80,0.0077446140348911285,0.003768571186810732,10,heat
7.806112262187526e-05,crossover_heat_ld16_rl80,0.008219262585043907,0.003843749174848199,11,heat
8.113685180433095e-05,crossover_heat_ld16_rl80,0.008705681189894676,0.0038209338672459126,12,heat
8.22359070298262e-05,crossover_heat_ld16_rl80,0.008896742016077042,0.0037157516926527023,13,heat
9.009915083879605e-05,crossover_heat_ld16_rl80,0.009234070777893066,0.0037018945440649986,14,heat
9.372424392495304e-05,crossover_heat_ld16_rl80,0.010020113550126553,0.003852385561913252,15,heat
9.436471009394154e-05,crossover_heat_ld16_rl80,0.010987646877765656,0.003959746100008488,16,heat
0.00010872855636989698,crossover_heat_ld24_rl48,0.07943757623434067,0.013838611543178558,1,heat
9.126224176725373e-05,crossover_heat_ld24_rl48,0.029392870143055916,0.008192230015993118,2,heat
9.591754496796057e-05,crossover_heat_ld24_rl48,0.020102834329009056,0.006656673736870289,3,heat
9.614716691430658e-05,crossover_heat_ld24_rl48,0.016864074394106865,0.005963420961052179,4,heat
9.630869317334145e-05,crossover_heat_ld24_rl48,0.015325506217777729,0.005662194918841124,5,heat
9.942850010702386e-05,crossover_heat_ld24_rl48,0.014714539982378483,0.0055858297273516655,6,heat
9.994388528866693e-05,crossover_heat_ld24_rl48,0.015368196181952953,0.005802546627819538,7,heat
0.00010150964953936636,crossover_heat_ld24_rl48,0.016476860269904137,0.006023210007697344,8,heat
0.00010134976037079468,crossover_heat_ld24_rl48,0.0181290153414011,0.0062837982550263405,9,heat
0.00011399543291190639,crossover_heat_ld24_rl48,0.019315455108880997,0.006276456639170647,10,heat
0.00010803739132825285,crossover_heat_ld24_rl48,0.021051915362477303,0.006314774043858051,11,heat
0.00010909954289672896,crossover_heat_ld24_rl48,0.022619018331170082,0.006225340534001589,12,heat
0.00010627570009091869,crossover_heat_ld24_rl48,0.024222420528531075,0.0060562863945961,13,heat
0.0001244026207132265,crossover_heat_ld24_rl48,0.02550157718360424,0.005792167503386736,14,heat
0.00012667040573433042,crossover_heat_ld24_rl48,0.026700956746935844,0.0054605198092758656,15,heat
0.00011791446740971878,crossover_heat_ld24_rl48,0.027267858386039734,0.0049780914559960365,16,heat
9.484022302785888e-05,crossover_heat_ld24_rl64,0.06212795153260231,0.012504191137850285,1,heat
8.778376650298014e-05,crossover_heat_ld24_rl64,0.024751001968979836,0.0077623543329536915,2,heat
8.933482604334131e-05,crossover_heat_ld24_rl64,0.017269358038902283,0.00640345923602581,3,heat
8.723639621166512e-05,crossover_heat_ld24_rl64,0.014787700958549976,0.005909018684178591,4,heat
8.839958172757179e-05,crossover_heat_ld24_rl64,0.014239459298551083,0.005857395473867655,5,heat
8.909003372536972e-05,crossover_heat_ld24_rl64,0.014787714928388596,0.005990357603877783,6,heat
9.095949644688517e-05,crossover_heat_ld24_rl64,0.016374608501791954,0.006336301565170288,7,heat
9.425153984921053e-05,crossover_heat_ld24_rl64,0.017900533974170685,0.006413837429136038,8,heat
9.88210886134766e-05,crossover_heat_ld24_rl64,0.01925404742360115,0.006351594813168049,9,heat
0.00010011209087679163,crossover_heat_ld24_rl64,0.019728541374206543,0.0059239212423563,10,heat
0.00010094467870658264,crossover_heat_ld24_rl64,0.02032948099076748,0.00555954547598958,11,heat
0.0001040037750499323,crossover_heat_ld24_rl64,0.020474009215831757,0.0051644183695316315,12,heat
0.00010514858877286315,crossover_heat_ld24_rl64,0.02012615278363228,0.004765222314745188,13,heat
0.0001044287346303463,crossover_heat_ld24_rl64,0.020193396136164665,0.004544729832559824,14,heat
0.00011271177208982408,crossover_heat_ld24_rl64,0.02108778804540634,0.004418693017214537,15,heat
0.00011024392006220296,crossover_heat_ld24_rl64,0.022579075768589973,0.004397777374833822,16,heat
9.462275920668617e-05,crossover_heat_ld24_rl80,0.06256759166717529,0.012718326412141323,1,heat
8.804631943348795e-05,crossover_heat_ld24_rl80,0.023640505969524384,0.006967914290726185,2,heat
8.781807991908863e-05,crossover_heat_ld24_rl80,0.013886165805161,0.004917721264064312,3,heat
8.407853601966053e-05,crossover_heat_ld24_rl80,0.00992645975202322,0.004101750906556845,4,heat
8.611236262368038e-05,crossover_heat_ld24_rl80,0.008383799344301224,0.0038713773246854544,5,heat
8.395783515879884e-05,crossover_heat_ld24_rl80,0.007983970455825329,0.004004203248769045,6,heat
8.826073462842032e-05,crossover_heat_ld24_rl80,0.008390570990741253,0.004294160287827253,7,heat
8.546921890228987e-05,crossover_heat_ld24_rl80,0.008852475322782993,0.00442612636834383,8,heat
9.239684004569426e-05,crossover_heat_ld24_rl80,0.009860759600996971,0.004588466603308916,9,heat
9.396264067618176e-05,crossover_heat_ld24_rl80,0.010619967244565487,0.004437676165252924,10,heat
8.706538937985897e-05,crossover_heat_ld24_rl80,0.01121648121625185,0.004281354136765003,11,heat
9.93978392216377e-05,crossover_heat_ld24_rl80,0.011486604809761047,0.004056868143379688,12,heat
0.00010147026478080079,crossover_heat_ld24_rl80,0.011736487038433552,0.003923334181308746,13,heat
9.796140511753038e-05,crossover_heat_ld24_rl80,0.012083347886800766,0.003843815764412284,14,heat
0.00011291012924630195,crossover_heat_ld24_rl80,0.011979502625763416,0.00360309355892241,15,heat
0.00011089428880950436,crossover_heat_ld24_rl80,0.012492690235376358,0.003569608321413398,16,heat
0.00010149741137865931,crossover_heat_ld32_rl48,0.04664837196469307,0.012848878279328346,1,heat
9.917248826241121e-05,crossover_heat_ld32_rl48,0.02475106343626976,0.00924804899841547,2,heat
9.690139995655045e-05,crossover_heat_ld32_rl48,0.020687201991677284,0.008493565954267979,3,heat
9.284001134801656e-05,crossover_heat_ld32_rl48,0.020332839339971542,0.008640491403639317,4,heat
9.732596663525328e-05,crossover_heat_ld32_rl48,0.021958813071250916,0.009337235242128372,5,heat
0.00010518977796891704,crossover_heat_ld32_rl48,0.025127965956926346,0.010598708875477314,6,heat
0.0001050339633366093,crossover_heat_ld32_rl48,0.030192339792847633,0.012702609412372112,7,heat
0.00011379134957678616,crossover_heat_ld32_rl48,0.0360557846724987,0.01490417867898941,8,heat
0.00011873360199388117,crossover_heat_ld32_rl48,0.043827272951602936,0.016345439478754997,9,heat
0.00013049543485976756,crossover_heat_ld32_rl48,0.05543196201324463,0.01722048781812191,10,heat
0.00012764042185153812,crossover_heat_ld32_rl48,0.06918677687644958,0.01732344552874565,11,heat
0.00011937924864469096,crossover_heat_ld32_rl48,0.08599502593278885,0.01747189275920391,12,heat
0.00013328221393749118,crossover_heat_ld32_rl48,0.10291102528572083,0.017164545133709908,13,heat
0.00014547639875672758,crossover_heat_ld32_rl48,0.12598717212677002,0.01699225790798664,14,heat
0.0001365317148156464,crossover_heat_ld32_rl48,0.15516352653503418,0.016908353194594383,15,heat
0.00013289967318996787,crossover_heat_ld32_rl48,0.1907452642917633,0.016748834401369095,16,heat
9.406796743860468e-05,crossover_heat_ld32_rl64,0.05082907900214195,0.014640728011727333,1,heat
8.583549788454548e-05,crossover_heat_ld32_rl64,0.02447395585477352,0.009758909232914448,2,heat
9.037167183123529e-05,crossover_heat_ld32_rl64,0.017216695472598076,0.008130736649036407,3,heat
8.890884055290371e-05,crossover_heat_ld32_rl64,0.01416223868727684,0.007402029819786549,4,heat
9.14379270398058e-05,crossover_heat_ld32_rl64,0.012884289026260376,0.00698251323774457,5,heat
9.996374137699604e-05,crossover_heat_ld32_rl64,0.012813455425202847,0.0068725827150046825,6,heat
9.703472460387275e-05,crossover_heat_ld32_rl64,0.01334565132856369,0.006918121594935656,7,heat
0.00010214414214715362,crossover_heat_ld32_rl64,0.014182543382048607,0.006852392572909594,8,heat
9.738474909681827e-05,crossover_heat_ld32_rl64,0.015878278762102127,0.007290139328688383,9,heat
0.00010799762821989134,crossover_heat_ld32_rl64,0.018659435212612152,0.008234720677137375,10,heat
0.00010658142855390906,crossover_heat_ld32_rl64,0.02299119532108307,0.008886978961527348,11,heat
0.00011061588884331286,crossover_heat_ld32_rl64,0.026365602388978004,0.008941524662077427,12,heat
0.00011985220044152811,crossover_heat_ld32_rl64,0.028911329805850983,0.008701005019247532,13,heat
0.00012616267486009747,crossover_heat_ld32_rl64,0.03176995366811752,0.008692937903106213,14,heat
0.00013139468501321971,crossover_heat_ld32_rl64,0.03444593772292137,0.008210208266973495,15,heat
0.00013729928468819708,crossover_heat_ld32_rl64,0.03520745411515236,0.007243347819894552,16,heat
8.982980216387659e-05,crossover_heat_ld32_rl80,0.042360275983810425,0.012076951563358307,1,heat
8.169636566890404e-05,crossover_heat_ld32_rl80,0.01741497777402401,0.0067506530322134495,2,heat
8.033951598918065e-05,crossover_heat_ld32_rl80,0.010938587598502636,0.005234328098595142,3,heat
8.279788016807288e-05,crossover_heat_ld32_rl80,0.00818302296102047,0.004640706814825535,4,heat
8.117152901832014e-05,crossover_heat_ld32_rl80,0.006781864911317825,0.0043048313818871975,5,heat
8.1850346759893e-05,crossover_heat_ld32_rl80,0.005870254244655371,0.00402112165465951,6,heat
8.205734775401652e-05,crossover_heat_ld32_rl80,0.005431318189948797,0.003840618534013629,7,heat
8.542339492123574e-05,crossover_heat_ld32_rl80,0.005227641202509403,0.0037403632886707783,8,heat
8.610536315245554e-05,crossover_heat_ld32_rl80,0.005126579198986292,0.0036009701434522867,9,heat
9.055405098479241e-05,crossover_heat_ld32_rl80,0.0051846131682395935,0.003569415770471096,10,heat
8.995765529107302e-05,crossover_heat_ld32_rl80,0.005285884253680706,0.0035545038990676403,11,heat
9.14609627216123e-05,crossover_heat_ld32_rl80,0.0055578104220330715,0.0036436859518289566,12,heat
9.645330283092335e-05,crossover_heat_ld32_rl80,0.00561709376052022,0.0036349359434098005,13,heat
9.210261487169191e-05,crossover_heat_ld32_rl80,0.006124407518655062,0.003903035307303071,14,heat
0.00010077295883093029,crossover_heat_ld32_rl80,0.006511772982776165,0.004086052067577839,15,heat
9.848787885857746e-05,crossover_heat_ld32_rl80,0.006980896461755037,0.004194345790892839,16,heat
0.00011767788964789361,crossover_burgers_ld16_rl48,0.0822134017944336,0.014376325532793999,1,burgers
0.0001092489983420819,crossover_burgers_ld16_rl48,0.03869689255952835,0.009510748088359833,2,burgers
0.00010793330147862434,crossover_burgers_ld16_rl48,0.02676152065396309,0.008186470717191696,3,burgers
0.00010819051385624334,crossover_burgers_ld16_rl48,0.022860946133732796,0.007990586571395397,4,burgers
0.00011200104199815542,crossover_burgers_ld16_rl48,0.02144721895456314,0.008018194697797298,5,burgers
0.00010448848479427397,crossover_burgers_ld16_rl48,0.021404894068837166,0.008193334564566612,6,burgers
0.00011203718895558268,crossover_burgers_ld16_rl48,0.02201281487941742,0.00830820482224226,7,burgers
0.00011349508713465184,crossover_burgers_ld16_rl48,0.02266722358763218,0.00847166683524847,8,burgers
0.00011260047176619992,crossover_burgers_ld16_rl48,0.02352256327867508,0.008803794160485268,9,burgers
0.00011491252371342853,crossover_burgers_ld16_rl48,0.02531946450471878,0.00938495621085167,10,burgers
0.00011958003597101197,crossover_burgers_ld16_rl48,0.026807110756635666,0.009741910733282566,11,burgers
0.00012440167483873665,crossover_burgers_ld16_rl48,0.02871859446167946,0.009451518766582012,12,burgers
0.00011593087401706725,crossover_burgers_ld16_rl48,0.029422860592603683,0.00863953959196806,13,burgers
0.00012484949547797441,crossover_burgers_ld16_rl48,0.029200265184044838,0.00803453754633665,14,burgers
0.00012790653272531927,crossover_burgers_ld16_rl48,0.02745155803859234,0.0076635973528027534,15,burgers
0.000131014094222337,crossover_burgers_ld16_rl48,0.026238275691866875,0.007188854739069939,16,burgers
0.00016138397040776908,crossover_burgers_ld16_rl64,0.10960257798433304,0.017808007076382637,1,burgers
0.00015934481052681804,crossover_burgers_ld16_rl64,0.05423920974135399,0.012214340269565582,2,burgers
0.00014933757483959198,crossover_burgers_ld16_rl64,0.04091159999370575,0.009960324503481388,3,burgers
0.00015374454960692674,crossover_burgers_ld16_rl64,0.03630266338586807,0.009050928987562656,4,burgers
0.00016433425480499864,crossover_burgers_ld16_rl64,0.03529331460595131,0.008662090636789799,5,burgers
0.0001724809844745323,crossover_burgers_ld16_rl64,0.037144795060157776,0.00866464339196682,6,burgers
0.00017377924814354628,crossover_burgers_ld16_rl64,0.04079154133796692,0.00887477956712246,7,burgers
0.0001835657167248428,crossover_burgers_ld16_rl64,0.04526567831635475,0.008954038843512535,8,burgers
0.00020358304027467966,crossover_burgers_ld16_rl64,0.051607850939035416,0.008780772797763348,9,burgers
0.0002078084071399644,crossover_burgers_ld16_rl64,0.05906018242239952,0.008723128587007523,10,burgers
0.00020730559481307864,crossover_burgers_ld16_rl64,0.0660795047879219,0.008660772815346718,11,burgers
0.00021184376964811236,crossover_burgers_ld16_rl64,0.07411330193281174,0.008645047433674335,12,burgers
0.00020625354954972863,crossover_burgers_ld16_rl64,0.08549774438142776,0.008780109696090221,13,burgers
0.00022237312805373222,crossover_burgers_ld16_rl64,0.09824466705322266,0.008948306553065777,14,burgers
0.00022968664416112006,crossover_burgers_ld16_rl64,0.1076311469078064,0.00870258267968893,15,burgers
0.00024623420904390514,crossover_burgers_ld16_rl64,0.11530816555023193,0.008499527350068092,16,burgers
0.0003422765585128218,crossover_burgers_ld16_rl80,0.10407284647226334,0.018090305849909782,1,burgers
0.00029493251349776983,crossover_burgers_ld16_rl80,0.03532809391617775,0.010301178321242332,2,burgers
0.0002681591722648591,crossover_burgers_ld16_rl80,0.021535495296120644,0.007729513570666313,3,burgers
0.00025604263646528125,crossover_burgers_ld16_rl80,0.015877557918429375,0.006481774616986513,4,burgers
0.00024406365992035717,crossover_burgers_ld16_rl80,0.013545759953558445,0.006021127570420504,5,burgers
0.0002408668806310743,crossover_burgers_ld16_rl80,0.012594573199748993,0.005756786558777094,6,burgers
0.00023968979076016694,crossover_burgers_ld16_rl80,0.012677948921918869,0.00579970795661211,7,burgers
0.0002420857344986871,crossover_burgers_ld16_rl80,0.012479882687330246,0.005603482481092215,8,burgers
0.00021757715148851275,crossover_burgers_ld16_rl80,0.012752171605825424,0.005496998317539692,9,burgers
0.00022274244111031294,crossover_burgers_ld16_rl80,0.012875980697572231,0.0052635567262768745,10,burgers
0.00021630027913488448,crossover_burgers_ld16_rl80,0.012873769737780094,0.005049114115536213,11,burgers
0.00021572639525402337,crossover_burgers_ld16_rl80,0.01354694738984108,0.004990844521671534,12,burgers
0.00021562623442150652,crossover_burgers_ld16_rl80,0.013979142531752586,0.004851908423006535,13,burgers
0.000214246436371468,crossover_burgers_ld16_rl80,0.01480318047106266,0.004811289254575968,14,burgers
0.00021092101815156639,crossover_burgers_ld16_rl80,0.015737095847725868,0.004861930850893259,15,burgers
0.00021023882436566055,crossover_burgers_ld16_rl80,0.016738297417759895,0.004842057358473539,16,burgers
0.00011431935854488984,crossover_burgers_ld24_rl48,0.08038376271724701,0.014532722532749176,1,burgers
0.00010611564357532188,crossover_burgers_ld24_rl48,0.03285204991698265,0.008704468607902527,2,burgers
0.00010890704288613051,crossover_burgers_ld24_rl48,0.022071897983551025,0.007327588275074959,3,burgers
0.00010265513992635533,crossover_burgers_ld24_rl48,0.01847665011882782,0.007015978451818228,4,burgers
0.00010874078725464642,crossover_burgers_ld24_rl48,0.018072903156280518,0.007426803931593895,5,burgers
0.000109177126432769,crossover_burgers_ld24_rl48,0.01912032626569271,0.007909628562629223,6,burgers
0.00011956176604144275,crossover_burgers_ld24_rl48,0.021505029872059822,0.008649378083646297,7,burgers
0.0001196575176436454,crossover_burgers_ld24_rl48,0.024752095341682434,0.00948841031640768,8,burgers
0.00012754765339195728,crossover_burgers_ld24_rl48,0.030168717727065086,0.010615265928208828,9,burgers
0.00013535836478695273,crossover_burgers_ld24_rl48,0.036846477538347244,0.011175116524100304,10,burgers
0.00013201753608882427,crossover_burgers_ld24_rl48,0.0447184257209301,0.010955877602100372,11,burgers
0.00013749678328167647,crossover_burgers_ld24_rl48,0.04826154187321663,0.010584141127765179,12,burgers
0.00013712694635614753,crossover_burgers_ld24_rl48,0.05067700520157814,0.010392211377620697,13,burgers
0.00013880166807211936,crossover_burgers_ld24_rl48,0.05510031804442406,0.009985757991671562,14,burgers
0.0001365302159683779,crossover_burgers_ld24_rl48,0.06112055853009224,0.00995705183595419,15,burgers
0.0001378885644953698,crossover_burgers_ld24_rl48,0.07075155526399612,0.010087879374623299,16,burgers
0.00017578087863512337,crossover_burgers_ld24_rl64,0.08499104529619217,0.015708481892943382,1,burgers
0.00015645698294974864,crossover_burgers_ld24_rl64,0.03808695822954178,0.01021562796086073,2,burgers
0.0001511426962679252,crossover_burgers_ld24_rl64,0.026496151462197304,0.008482975885272026,3,burgers
0.00013869018584955484,crossover_burgers_ld24_rl64,0.022080453112721443,0.007805784232914448,4,burgers
0.00014296553854364902,crossover_burgers_ld24_rl64,0.02026294358074665,0.007520062383264303,5,burgers
0.0001499418867751956,crossover_burgers_ld24_rl64,0.019741108641028404,0.00753004802390933,6,burgers
0.00015544285997748375,crossover_burgers_ld24_rl64,0.01985347270965576,0.007533351890742779,7,burgers
0.0001555749331600964,crossover_burgers_ld24_rl64,0.02097044326364994,0.007560245227068663,8,burgers
0.00016414195124525577,crossover_burgers_ld24_rl64,0.022252323105931282,0.007340921089053154,9,burgers
0.0001877473114291206,crossover_burgers_ld24_rl64,0.023936046287417412,0.007192229852080345,10,burgers
0.00018917095439974219,crossover_burgers_ld24_rl64,0.02527707815170288,0.0070987893268466,11,burgers
0.00018102774629369378,crossover_burgers_ld24_rl64,0.027156347408890724,0.007253620773553848,12,burgers
0.00019697225070558488,crossover_burgers_ld24_rl64,0.02836291491985321,0.00706587266176939,13,burgers
0.00019323683227412403,crossover_burgers_ld24_rl64,0.031313031911849976,0.007146600168198347,14,burgers
0.00018576072761788964,crossover_burgers_ld24_rl64,0.03408973291516304,0.007152498234063387,15,burgers
0.00018353419727645814,crossover_burgers_ld24_rl64,0.037316519767045975,0.007044837344437838,16,burgers
0.0008137917029671371,crossover_burgers_ld24_rl80,0.44500550627708435,0.043203406035900116,1,burgers
0.0007129008881747723,crossover_burgers_ld24_rl80,0.29115045070648193,0.03780307620763779,2,burgers
0.0005201107123866677,crossover_burgers_ld24_rl80,0.17611193656921387,0.027066484093666077,3,burgers
0.00044882201473228633,crossover_burgers_ld24_rl80,0.12140607833862305,0.0210777185857296,4,burgers
0.0003889004292432219,crossover_burgers_ld24_rl80,0.09653899818658829,0.018350660800933838,5,burgers
0.00038015044992789626,crossover_burgers_ld24_rl80,0.08340872079133987,0.016697071492671967,6,burgers
0.00035120086977258325,crossover_burgers_ld24_rl80,0.07606774568557739,0.015793994069099426,7,burgers
0.0003532667469698936,crossover_burgers_ld24_rl80,0.07252979278564453,0.015280680730938911,8,burgers
0.0003327740996610373,crossover_burgers_ld24_rl80,0.07265325635671616,0.015385265462100506,9,burgers
0.0003424034803174436,crossover_burgers_ld24_rl80,0.07534199208021164,0.016096288338303566,10,burgers
0.0003618719056248665,crossover_burgers_ld24_rl80,0.07809201627969742,0.015680713579058647,11,burgers
0.0003731153265107423,crossover_burgers_ld24_rl80,0.07974531501531601,0.014539004303514957,12,burgers
0.0004149634041823447,crossover_burgers_ld24_rl80,0.08180369436740875,0.013996202498674393,13,burgers
0.0004676777170971036,crossover_burgers_ld24_rl80,0.08609598129987717,0.014203531667590141,14,burgers
0.000525422568898648,crossover_burgers_ld24_rl80,0.09421957284212112,0.015573556534945965,15,burgers
0.0006641537765972316,crossover_burgers_ld24_rl80,0.10910585522651672,0.017397988587617874,16,burgers
0.0001225754531333223,crossover_burgers_ld32_rl48,0.06540361046791077,0.013273126445710659,1,burgers
0.00010753768583526835,crossover_burgers_ld32_rl48,0.02577936090528965,0.008253298699855804,2,burgers
0.00010195290815318003,crossover_burgers_ld32_rl48,0.017650408670306206,0.007106229197233915,3,burgers
0.00010290186037309468,crossover_burgers_ld32_rl48,0.014759501442313194,0.006775689776986837,4,burgers
0.0001073595485650003,crossover_burgers_ld32_rl48,0.01386435516178608,0.006846996024250984,5,burgers
0.00011044847633456811,crossover_burgers_ld32_rl48,0.013913766480982304,0.007183939218521118,6,burgers
0.00010763698810478672,crossover_burgers_ld32_rl48,0.014221184886991978,0.007408576086163521,7,burgers
0.0001082439484889619,crossover_burgers_ld32_rl48,0.015418821014463902,0.0077500008046627045,8,burgers
0.0001142590626841411,crossover_burgers_ld32_rl48,0.01676616445183754,0.007998551242053509,9,burgers
0.00011553983495105058,crossover_burgers_ld32_rl48,0.018880583345890045,0.008448053151369095,10,burgers
0.00011453565093688667,crossover_burgers_ld32_rl48,0.02127363160252571,0.008730661123991013,11,burgers
0.00012358928506728262,crossover_burgers_ld32_rl48,0.02503746747970581,0.009236136451363564,12,burgers
0.00012626673560589552,crossover_burgers_ld32_rl48,0.028440771624445915,0.009325380437076092,13,burgers
0.0001279689749935642,crossover_burgers_ld32_rl48,0.0325842946767807,0.009404739364981651,14,burgers
0.0001345139171462506,crossover_burgers_ld32_rl48,0.036257561296224594,0.009058873169124126,15,burgers
0.00014338963956106454,crossover_burgers_ld32_rl48,0.039394304156303406,0.0086838249117136,16,burgers
0.0001526502164779231,crossover_burgers_ld32_rl64,0.07532935589551926,0.018412573263049126,1,burgers
0.0001403868373017758,crossover_burgers_ld32_rl64,0.03682032227516174,0.012546288780868053,2,burgers
0.00013953899906482548,crossover_burgers_ld32_rl64,0.026893548667430878,0.010212759487330914,3,burgers
0.00013891786511521786,crossover_burgers_ld32_rl64,0.023261189460754395,0.009346161969006062,4,burgers
0.00014100782573223114,crossover_burgers_ld32_rl64,0.021992038935422897,0.008977184072136879,5,burgers
0.00014469429152086377,crossover_burgers_ld32_rl64,0.021903276443481445,0.008855827152729034,6,burgers
0.00015363063721451908,crossover_burgers_ld32_rl64,0.022981148213148117,0.009244698099792004,7,burgers
0.0001560775563120842,crossover_burgers_ld32_rl64,0.024669278413057327,0.009536735713481903,8,burgers
0.00016109438729472458,crossover_burgers_ld32_rl64,0.028660833835601807,0.010120145045220852,9,burgers
0.00017411279259249568,crossover_burgers_ld32_rl64,0.03171660378575325,0.009937425144016743,10,burgers
0.0001815138093661517,crossover_burgers_ld32_rl64,0.0345655158162117,0.009448646567761898,11,burgers
0.0001841878838604316,crossover_burgers_ld32_rl64,0.03634296730160713,0.008817911148071289,12,burgers
0.00017757741443347186,crossover_burgers_ld32_rl64,0.03750716149806976,0.008189307525753975,13,burgers
0.00018168226233683527,crossover_burgers_ld32_rl64,0.03953733295202255,0.00783983338624239,14,burgers
0.0001796650030883029,crossover_burgers_ld32_rl64,0.03986971452832222,0.007099704816937447,15,burgers
0.00019202099065296352,crossover_burgers_ld32_rl64,0.04167201370000839,0.006562088616192341,16,burgers
0.00046913945698179305,crossover_burgers_ld32_rl80,0.21983078122138977,0.023430222645401955,1,burgers
0.0003635773027781397,crossover_burgers_ld32_rl80,0.13955581188201904,0.016276586800813675,2,burgers
0.0003059059090446681,crossover_burgers_ld32_rl80,0.10128749907016754,0.012709267437458038,3,burgers
0.00027398744714446366,crossover_burgers_ld32_rl80,0.08880887925624847,0.011346214450895786,4,burgers
0.0002617551654111594,crossover_burgers_ld32_rl80,0.09211061894893646,0.011236777529120445,5,burgers
0.00027447869069874287,crossover_burgers_ld32_rl80,0.11291798949241638,0.01152464747428894,6,burgers
0.00031468880479224026,crossover_burgers_ld32_rl80,0.16801860928535461,0.012074694037437439,7,burgers
0.00040639538201503456,crossover_burgers_ld32_rl80,0.32662656903266907,0.014176318421959877,8,burgers
0.0006952617550268769,crossover_burgers_ld32_rl80,0.8206402659416199,0.016620643436908722,9,burgers
0.0009234357858076692,crossover_burgers_ld32_rl80,2.246737241744995,0.020257357507944107,10,burgers
0.001015041721984744,crossover_burgers_ld32_rl80,6.333015441894531,0.023193424567580223,11,burgers
0.00111898104660213,crossover_burgers_ld32_rl80,18.211456298828125,0.023658016696572304,12,burgers
0.0011011367896571755,crossover_burgers_ld32_rl80,52.64860534667969,0.025495512410998344,13,burgers
0.0012501610908657312,crossover_burgers_ld32_rl80,152.83877563476562,0.024766841903328896,14,burgers
0.001237828633747995,crossover_burgers_ld32_rl80,439.2200622558594,0.02474786527454853,15,burgers
0.0012258179485797882,crossover_burgers_ld32_rl80,1258.4970703125,0.025502590462565422,16,burgers
8.251883264165372e-05,late_ground_proxy_heat,0.05125376582145691,0.01162625104188919,1,heat
7.662668213015422e-05,late_ground_proxy_heat,0.01932421512901783,0.0064179361797869205,2,heat
7.72890925873071e-05,late_ground_proxy_heat,0.011244342662394047,0.004705572966486216,3,heat
7.394690328510478e-05,late_ground_proxy_heat,0.00777650298550725,0.0038086718413978815,4,heat
7.364272460108623e-05,late_ground_proxy_heat,0.006331995129585266,0.0034201652742922306,5,heat
7.405615178868175e-05,late_ground_proxy_heat,0.005372776184231043,0.0031183427199721336,6,heat
7.49111786717549e-05,late_ground_proxy_heat,0.0050068083219230175,0.003062461968511343,7,heat
7.423842907883227e-05,late_ground_proxy_heat,0.004986512940376997,0.0031379852443933487,8,heat
7.395774446194991e-05,late_ground_proxy_heat,0.00514604477211833,0.0032673408277332783,9,heat
7.775957783451304e-05,late_ground_proxy_heat,0.005535298492759466,0.0035051447339355946,10,heat
7.814483979018405e-05,late_ground_proxy_heat,0.006187422201037407,0.0037565957754850388,11,heat
8.037649240577593e-05,late_ground_proxy_heat,0.006804028991609812,0.003790659597143531,12,heat
8.672592957736924e-05,late_ground_proxy_heat,0.007354268338531256,0.0037309841718524694,13,heat
8.762812649365515e-05,late_ground_proxy_heat,0.007738303393125534,0.0036690363194793463,14,heat
9.066973871085793e-05,late_ground_proxy_heat,0.008442322723567486,0.003615887137129903,15,heat
8.999368583317846e-05,late_ground_proxy_heat,0.009281978011131287,0.0036377382930368185,16,heat
0.0003019912983290851,late_ground_proxy_wave,0.11922470480203629,0.022665338590741158,1,wave
0.000294899771688506,late_ground_proxy_wave,0.047798722982406616,0.012879799120128155,2,wave
0.0002841554523911327,late_ground_proxy_wave,0.0308749470859766,0.009786312468349934,3,wave
0.0002854858757928014,late_ground_proxy_wave,0.026240261271595955,0.00908367894589901,4,wave
0.00027894004597328603,late_ground_proxy_wave,0.025955846533179283,0.009122911840677261,5,wave
0.0002769788552541286,late_ground_proxy_wave,0.025778397917747498,0.0087444381788373,6,wave
0.00026969119790010154,late_ground_proxy_wave,0.02463698945939541,0.00815905723720789,7,wave
0.0002743275836110115,late_ground_proxy_wave,0.02301705814898014,0.0076234471052885056,8,wave
0.0002721051569096744,late_ground_proxy_wave,0.021814676001667976,0.007137613371014595,9,wave
