direct_ground_damage_rel_mse,experiment,latent_damage_mse,state_damage_rel_mse,step,system
3.633191590779461e-05,single_horizon_ablation,1.534101647848729e-05,9.633850822865497e-06,8,reaction_diffusion
3.3101183362305164e-05,single_horizon_ablation,1.427283223165432e-05,9.136238077189773e-06,9,reaction_diffusion
2.909046997956466e-05,single_horizon_ablation,1.3283020052767824e-05,8.721071026229765e-06,10,reaction_diffusion
2.507769204385113e-05,single_horizon_ablation,1.915536449814681e-05,1.2777883966919035e-05,11,reaction_diffusion
2.0739769752253778e-05,single_horizon_ablation,1.6577627320657484e-05,1.1059047210437711e-05,12,reaction_diffusion
1.819158387661446e-05,single_horizon_ablation,1.4193381502991542e-05,9.601272722647991e-06,13,reaction_diffusion
1.4063053640711587e-05,single_horizon_ablation,1.5116532267711591e-05,1.025728397507919e-05,14,reaction_diffusion
1.2008862540824339e-05,single_horizon_ablation,1.1847026144096162e-05,8.05651507107541e-06,15,reaction_diffusion
1.0087367627420463e-05,single_horizon_ablation,9.401746865478344e-06,6.232933628780302e-06,16,reaction_diffusion
7.132005703169852e-05,crossover_reaction_diffusion_ld16_rl48,2.976354880956933e-05,3.76067168872396e-06,1,reaction_diffusion
6.295507773756981e-05,crossover_reaction_diffusion_ld16_rl48,2.104950908687897e-06,4.966335040990089e-07,2,reaction_diffusion
5.598467760137282e-05,crossover_reaction_diffusion_ld16_rl48,2.3972770577529445e-06,1.168912945104239e-06,3,reaction_diffusion
5.370701910578646e-05,crossover_reaction_diffusion_ld16_rl48,5.778292688773945e-06,3.254619741710485e-06,4,reaction_diffusion
5.4778080084361136e-05,crossover_reaction_diffusion_ld16_rl48,4.923296728520654e-06,3.0542605600203387e-06,5,reaction_diffusion
5.033013439970091e-05,crossover_reaction_diffusion_ld16_rl48,7.400330559903523e-06,4.7334910959762055e-06,6,reaction_diffusion
4.772397005581297e-05,crossover_reaction_diffusion_ld16_rl48,6.951565865165321e-06,4.355765213404084e-06,7,reaction_diffusion
4.1768067603698e-05,crossover_reaction_diffusion_ld16_rl48,8.133441042446066e-06,5.229092494118959e-06,8,reaction_diffusion
3.9133101381594315e-05,crossover_reaction_diffusion_ld16_rl48,6.403487532224972e-06,4.210750830679899e-06,9,reaction_diffusion
3.4266948205186054e-05,crossover_reaction_diffusion_ld16_rl48,6.178719559102319e-06,4.086962690053042e-06,10,reaction_diffusion
2.9332102712942287e-05,crossover_reaction_diffusion_ld16_rl48,4.179225925327046e-06,2.6820491711987415e-06,11,reaction_diffusion
2.87254988506902e-05,crossover_reaction_diffusion_ld16_rl48,3.600202717279899e-06,2.239441073470516e-06,12,reaction_diffusion
2.400828270765487e-05,crossover_reaction_diffusion_ld16_rl48,2.5969723083107965e-06,1.6775483118181e-06,13,reaction_diffusion
1.8784279745887034e-05,crossover_reaction_diffusion_ld16_rl48,1.5736658269815962e-06,9.820075774769066e-07,14,reaction_diffusion
1.8383405404165387e-05,crossover_reaction_diffusion_ld16_rl48,1.3702842807106208e-06,8.076484050434374e-07,15,reaction_diffusion
1.4367282346938737e-05,crossover_reaction_diffusion_ld16_rl48,1.2801483535440639e-06,7.967229862515524e-07,16,reaction_diffusion
7.660187111468986e-05,crossover_reaction_diffusion_ld16_rl64,0.0003776189696509391,5.400026202551089e-05,1,reaction_diffusion
6.885324546601623e-05,crossover_reaction_diffusion_ld16_rl64,0.00015460673603229225,2.704305552470032e-05,2,reaction_diffusion
6.267751450650394e-05,crossover_reaction_diffusion_ld16_rl64,7.83477007644251e-05,1.4986148016760126e-05,3,reaction_diffusion
5.784106542705558e-05,crossover_reaction_diffusion_ld16_rl64,4.4055388570996e-05,9.538977792544756e-06,4,reaction_diffusion
5.248759771347977e-05,crossover_reaction_diffusion_ld16_rl64,3.2804717193357646e-05,8.247097866842523e-06,5,reaction_diffusion
4.824602001463063e-05,crossover_reaction_diffusion_ld16_rl64,2.4708988348720595e-05,7.648575774510391e-06,6,reaction_diffusion
4.384002022561617e-05,crossover_reaction_diffusion_ld16_rl64,2.1778456357424147e-05,8.196620910894126e-06,7,reaction_diffusion
3.932009349227883e-05,crossover_reaction_diffusion_ld16_rl64,1.9584043911891058e-05,8.965515007730573e-06,8,reaction_diffusion
3.4305976441828534e-05,crossover_reaction_diffusion_ld16_rl64,1.7986483726417646e-05,9.32822786126053e-06,9,reaction_diffusion
3.0091259759501554e-05,crossover_reaction_diffusion_ld16_rl64,1.6800897356006317e-05,1.0375951205787715e-05,10,reaction_diffusion
2.603191023808904e-05,crossover_reaction_diffusion_ld16_rl64,1.812514710763935e-05,1.1344194717821665e-05,11,reaction_diffusion
2.0992158169974573e-05,crossover_reaction_diffusion_ld16_rl64,1.8610442566568963e-05,1.1475869541754946e-05,12,reaction_diffusion
1.8675940737011842e-05,crossover_reaction_diffusion_ld16_rl64,1.6920121197472326e-05,1.21371931527392e-05,13,reaction_diffusion
1.5789612007210962e-05,crossover_reaction_diffusion_ld16_rl64,1.6603929907432757e-05,1.2413142030709423e-05,14,reaction_diffusion
1.3527788723877165e-05,crossover_reaction_diffusion_ld16_rl64,1.61720654432429e-05,1.2275133485672995e-05,15,reaction_diffusion
1.0909358934441116e-05,crossover_reaction_diffusion_ld16_rl64,1.5763691408210434e-05,1.256660652870778e-05,16,reaction_diffusion
7.380615716101602e-05,crossover_reaction_diffusion_ld16_rl80,0.0002653370320331305,3.714021295309067e-05,1,reaction_diffusion
7.007304520811886e-05,crossover_reaction_diffusion_ld16_rl80,0.00013959516945760697,2.7991776732960716e-05,2,reaction_diffusion
6.54875548207201e-05,crossover_reaction_diffusion_ld16_rl80,9.025827603181824e-05,2.597805723780766e-05,3,reaction_diffusion
6.0703125200234354e-05,crossover_reaction_diffusion_ld16_rl80,6.954065611353144e-05,2.599192339403089e-05,4,reaction_diffusion
5.6281940487679094e-05,crossover_reaction_diffusion_ld16_rl80,5.5907032219693065e-05,2.5137833290500566e-05,5,reaction_diffusion
5.179356230655685e-05,crossover_reaction_diffusion_ld16_rl80,4.690908463089727e-05,2.4665470846230164e-05,6,reaction_diffusion
4.807933873962611e-05,crossover_reaction_diffusion_ld16_rl80,4.2252697312505916e-05,2.3824874006095342e-05,7,reaction_diffusion
4.380220707389526e-05,crossover_reaction_diffusion_ld16_rl80,3.624643068178557e-05,2.2431029719882645e-05,8,reaction_diffusion
4.114788316655904e-05,crossover_reaction_diffusion_ld16_rl80,2.8441714675864205e-05,1.8345990611123852e-05,9,reaction_diffusion
3.75048111891374e-05,crossover_reaction_diffusion_ld16_rl80,2.5461489713052288e-05,1.6701704225852154e-05,10,reaction_diffusion
3.3700463973218575e-05,crossover_reaction_diffusion_ld16_rl80,2.2392028768081218e-05,1.5482748494832776e-05,11,reaction_diffusion
3.104519419139251e-05,crossover_reaction_diffusion_ld16_rl80,2.0850831788266078e-05,1.3902077625971287e-05,12,reaction_diffusion
2.8319411285337992e-05,crossover_reaction_diffusion_ld16_rl80,1.8062119124806486e-05,1.216126747749513e-05,13,reaction_diffusion
2.453379966027569e-05,crossover_reaction_diffusion_ld16_rl80,1.7103013306041248e-05,1.1253953744017053e-05,14,reaction_diffusion
2.1988946173223667e-05,crossover_reaction_diffusion_ld16_rl80,1.6361842426704243e-05,1.0594163541099988e-05,15,reaction_diffusion
1.956368396349717e-05,crossover_reaction_diffusion_ld16_rl80,1.58737620949978e-05,9.936501555785071e-06,16,reaction_diffusion
7.472195284208283e-05,crossover_reaction_diffusion_ld24_rl48,5.228581721894443e-05,1.0535397450439632e-05,1,reaction_diffusion
6.307088915491477e-05,crossover_reaction_diffusion_ld24_rl48,4.381312010082183e-06,1.5770883692312054e-06,2,reaction_diffusion
5.7448065490461886e-05,crossover_reaction_diffusion_ld24_rl48,1.1926483693969203e-06,2.762969302239071e-07,3,reaction_diffusion
5.691780461347662e-05,crossover_reaction_diffusion_ld24_rl48,2.247393922516494e-06,9.60048737397301e-07,4,reaction_diffusion
5.194872210267931e-05,crossover_reaction_diffusion_ld24_rl48,6.7583678173832595e-06,3.6769156395166647e-06,5,reaction_diffusion
5.121140566188842e-05,crossover_reaction_diffusion_ld24_rl48,1.0511473192309495e-05,6.111126367613906e-06,6,reaction_diffusion
4.614863792085089e-05,crossover_reaction_diffusion_ld24_rl48,1.2756303476635367e-05,7.693326551816426e-06,7,reaction_diffusion
4.018195977550931e-05,crossover_reaction_diffusion_ld24_rl48,9.479633263254073e-06,5.760263320553349e-06,8,reaction_diffusion
3.3855889341793954e-05,crossover_reaction_diffusion_ld24_rl48,8.512767635693308e-06,5.296980361890746e-06,9,reaction_diffusion
3.320976611576043e-05,crossover_reaction_diffusion_ld24_rl48,7.583236310892971e-06,4.784427801496349e-06,10,reaction_diffusion
2.991099245264195e-05,crossover_reaction_diffusion_ld24_rl48,4.9957834562519565e-06,3.1498059342993656e-06,11,reaction_diffusion
2.4237899197032675e-05,crossover_reaction_diffusion_ld24_rl48,3.924275915778708e-06,2.535883140808437e-06,12,reaction_diffusion
2.4466142349410802e-05,crossover_reaction_diffusion_ld24_rl48,2.1629195998684736e-06,1.3672814702658798e-06,13,reaction_diffusion
1.8708655261434615e-05,crossover_reaction_diffusion_ld24_rl48,1.400309997734439e-06,8.869863563631952e-07,14,reaction_diffusion
1.839282595028635e-05,crossover_reaction_diffusion_ld24_rl48,4.187810418443405e-07,1.989035922633775e-07,15,reaction_diffusion
1.4028903024154715e-05,crossover_reaction_diffusion_ld24_rl48,2.522150168715598e-07,1.2359997469957307e-07,16,reaction_diffusion
7.028952677501366e-05,crossover_reaction_diffusion_ld24_rl64,6.197716720635071e-05,1.649456135055516e-05,1,reaction_diffusion
6.596456660190597e-05,crossover_reaction_diffusion_ld24_rl64,1.056751989381155e-05,5.042900284024654e-06,2,reaction_diffusion
5.7493110944051296e-05,crossover_reaction_diffusion_ld24_rl64,3.0035719191801036e-06,1.5437765341630438e-06,3,reaction_diffusion
5.973138831905089e-05,crossover_reaction_diffusion_ld24_rl64,5.087567274131288e-07,1.0870577682453586e-07,4,reaction_diffusion
5.398490611696616e-05,crossover_reaction_diffusion_ld24_rl64,1.42410681291949e-06,4.269666931122629e-07,5,reaction_diffusion
4.785359851666726e-05,crossover_reaction_diffusion_ld24_rl64,6.83347877838969e-07,3.0394912187148293e-07,6,reaction_diffusion
4.416632145876065e-05,crossover_reaction_diffusion_ld24_rl64,2.3852246044953063e-07,2.1331112876055158e-08,7,reaction_diffusion
3.8225160096772015e-05,crossover_reaction_diffusion_ld24_rl64,7.346639563365898e-07,3.746618517652678e-07,8,reaction_diffusion
3.559792821761221e-05,crossover_reaction_diffusion_ld24_rl64,4.963643505107029e-07,2.7613029374151665e-07,9,reaction_diffusion
3.062138057430275e-05,crossover_reaction_diffusion_ld24_rl64,1.699514768915833e-07,7.125657930373563e-08,10,reaction_diffusion
2.512680657673627e-05,crossover_reaction_diffusion_ld24_rl64,1.520107701935558e-07,5.700088934190717e-08,11,reaction_diffusion
2.2263824575929902e-05,crossover_reaction_diffusion_ld24_rl64,2.0534012890038866e-07,5.370881694943819e-08,12,reaction_diffusion
2.187622339988593e-05,crossover_reaction_diffusion_ld24_rl64,1.495011048291417e-07,6.090089499366513e-08,13,reaction_diffusion
1.8313226973987184e-05,crossover_reaction_diffusion_ld24_rl64,2.7549535275284143e-07,1.503161684013321e-07,14,reaction_diffusion
1.391337991663022e-05,crossover_reaction_diffusion_ld24_rl64,3.865377493639244e-07,2.7218945319873455e-07,15,reaction_diffusion
1.2437471013981849e-05,crossover_reaction_diffusion_ld24_rl64,3.0920796234568115e-07,1.870750878651961e-07,16,reaction_diffusion
7.630695472471416e-05,crossover_reaction_diffusion_ld24_rl80,0.0010837757727131248,6.9634617830161e-05,1,reaction_diffusion
6.774380744900554e-05,crossover_reaction_diffusion_ld24_rl80,0.0001133549667429179,1.3977874004922342e-05,2,reaction_diffusion
6.177533941809088e-05,crossover_reaction_diffusion_ld24_rl80,1.913127380248625e-05,3.878970801451942e-06,3,reaction_diffusion
6.082181789679453e-05,crossover_reaction_diffusion_ld24_rl80,6.911830951139564e-06,2.1323985492927022e-06,4,reaction_diffusion
5.2884141041431576e-05,crossover_reaction_diffusion_ld24_rl80,4.765397079609102e-06,2.413106585663627e-06,5,reaction_diffusion
4.499307760852389e-05,crossover_reaction_diffusion_ld24_rl80,3.917547019227641e-06,2.46679269366723e-06,6,reaction_diffusion
4.2481085984036326e-05,crossover_reaction_diffusion_ld24_rl80,3.890026619046694e-06,2.5958079277188517e-06,7,reaction_diffusion
3.783054853556678e-05,crossover_reaction_diffusion_ld24_rl80,5.018996489525307e-06,3.7724398680438753e-06,8,reaction_diffusion
3.195039971615188e-05,crossover_reaction_diffusion_ld24_rl80,6.4291548369510565e-06,4.941148290527053e-06,9,reaction_diffusion
3.029233994311653e-05,crossover_reaction_diffusion_ld24_rl80,7.987084245542064e-06,6.364683031279128e-06,10,reaction_diffusion
2.3985183361219242e-05,crossover_reaction_diffusion_ld24_rl80,8.566616088501178e-06,7.286274467332987e-06,11,reaction_diffusion
2.211721584899351e-05,crossover_reaction_diffusion_ld24_rl80,8.785305908531882e-06,6.565787316503702e-06,12,reaction_diffusion
1.9259043256170116e-05,crossover_reaction_diffusion_ld24_rl80,7.066557827783981e-06,6.13333577348385e-06,13,reaction_diffusion
1.5843044820940122e-05,crossover_reaction_diffusion_ld24_rl80,6.7869736994907726e-06,5.3429407671501394e-06,14,reaction_diffusion
1.261244233319303e-05,crossover_reaction_diffusion_ld24_rl80,5.94456059843651e-06,4.681184236687841e-06,15,reaction_diffusion
1.0227040547761135e-05,crossover_reaction_diffusion_ld24_rl80,4.903808530798415e-06,3.7564291233138647e-06,16,reaction_diffusion
7.396015280392021e-05,crossover_reaction_diffusion_ld32_rl48,3.316914080642164e-05,6.485463472927222e-06,1,reaction_diffusion
6.732023757649586e-05,crossover_reaction_diffusion_ld32_rl48,2.386425421718741e-06,1.8371573560216348e-06,2,reaction_diffusion
6.270958692766726e-05,crossover_reaction_diffusion_ld32_rl48,3.119540679108468e-07,1.2266843896213686e-07,3,reaction_diffusion
5.8599809563020244e-05,crossover_reaction_diffusion_ld32_rl48,2.584204423783376e-07,1.3231091600118816e-07,4,reaction_diffusion
5.414714178186841e-05,crossover_reaction_diffusion_ld32_rl48,3.76413311187207e-07,3.191253199474886e-07,5,reaction_diffusion
4.954425457981415e-05,crossover_reaction_diffusion_ld32_rl48,7.380911171139815e-08,2.1796164872966983e-08,6,reaction_diffusion
4.445257582119666e-05,crossover_reaction_diffusion_ld32_rl48,2.1975503727844625e-07,1.6556823823066225e-07,7,reaction_diffusion
3.917744106729515e-05,crossover_reaction_diffusion_ld32_rl48,6.653223749708559e-08,1.1406713795736323e-08,8,reaction_diffusion
3.6364621337270364e-05,crossover_reaction_diffusion_ld32_rl48,2.7592574269874603e-07,1.4847846330212633e-07,9,reaction_diffusion
3.310732790851034e-05,crossover_reaction_diffusion_ld32_rl48,3.535537871357519e-07,2.3499977430674335e-07,10,reaction_diffusion
2.8343252779450268e-05,crossover_reaction_diffusion_ld32_rl48,2.8720216960209655e-07,2.1091314295063057e-07,11,reaction_diffusion
2.370524816797115e-05,crossover_reaction_diffusion_ld32_rl48,6.309634841272782e-07,5.382506742535043e-07,12,reaction_diffusion
1.9947008695453405e-05,crossover_reaction_diffusion_ld32_rl48,1.2843971717302338e-06,1.2062981795679661e-06,13,reaction_diffusion
1.663358671066817e-05,crossover_reaction_diffusion_ld32_rl48,6.004991064401111e-07,4.663765480472648e-07,14,reaction_diffusion
1.4532891327689867e-05,crossover_reaction_diffusion_ld32_rl48,1.641461722101667e-06,1.52823997723317e-06,15,reaction_diffusion
1.3748314813710749e-05,crossover_reaction_diffusion_ld32_rl48,1.9000199245056137e-06,1.7076160929718753e-06,16,reaction_diffusion
7.478943007299677e-05,crossover_reaction_diffusion_ld32_rl64,0.00019572483142837882,1.4584300515707582e-05,1,reaction_diffusion
7.005182123975828e-05,crossover_reaction_diffusion_ld32_rl64,1.4940652363293339e-05,1.0625019967847038e-05,2,reaction_diffusion
6.484622281277552e-05,crossover_reaction_diffusion_ld32_rl64,1.681034882494714e-05,1.4713279597344808e-05,3,reaction_diffusion
6.026326445862651e-05,crossover_reaction_diffusion_ld32_rl64,1.997723120439332e-05,1.8379070752416737e-05,4,reaction_diffusion
5.542450526263565e-05,crossover_reaction_diffusion_ld32_rl64,2.435779242659919e-05,2.32925740419887e-05,5,reaction_diffusion
5.1096078095724806e-05,crossover_reaction_diffusion_ld32_rl64,2.4151371690095402e-05,2.3786871679476462e-05,6,reaction_diffusion
5.0037328037433326e-05,crossover_reaction_diffusion_ld32_rl64,2.6168738259002566e-05,2.5958841433748603e-05,7,reaction_diffusion
4.5054039219394326e-05,crossover_reaction_diffusion_ld32_rl64,2.7885274903383106e-05,2.809601392073091e-05,8,reaction_diffusion
4.017947139800526e-05,crossover_reaction_diffusion_ld32_rl64,2.5491708584013395e-05,2.6731135221780278e-05,9,reaction_diffusion
3.573919093469158e-05,crossover_reaction_diffusion_ld32_rl64,2.7951347874477506e-05,2.8886030122521333e-05,10,reaction_diffusion
3.171822754666209e-05,crossover_reaction_diffusion_ld32_rl64,2.9572442144853994e-05,3.081301838392392e-05,11,reaction_diffusion
2.8106835088692605e-05,crossover_reaction_diffusion_ld32_rl64,3.133151403744705e-05,3.316290531074628e-05,12,reaction_diffusion
2.730365304159932e-05,crossover_reaction_diffusion_ld32_rl64,3.305964492028579e-05,3.4824050089810044e-05,13,reaction_diffusion
2.7525244149728678e-05,crossover_reaction_diffusion_ld32_rl64,3.3958924177568406e-05,3.567546445992775e-05,14,reaction_diffusion
2.4100259906845167e-05,crossover_reaction_diffusion_ld32_rl64,3.358101821504533e-05,3.558157550287433e-05,15,reaction_diffusion
2.071780363621656e-05,crossover_reaction_diffusion_ld32_rl64,3.0588649678975344e-05,3.2531257602386177e-05,16,reaction_diffusion
7.408674719044939e-05,crossover_reaction_diffusion_ld32_rl80,0.0004799054586328566,6.328493327600881e-05,1,reaction_diffusion
6.809722981415689e-05,crossover_reaction_diffusion_ld32_rl80,0.00013367491192184389,2.637898978719022e-05,2,reaction_diffusion
6.326872244244441e-05,crossover_reaction_diffusion_ld32_rl80,6.393190415110439e-05,1.949957004399039e-05,3,reaction_diffusion
5.775311728939414e-05,crossover_reaction_diffusion_ld32_rl80,3.9593283872818574e-05,1.875576526799705e-05,4,reaction_diffusion
5.324459198163822e-05,crossover_reaction_diffusion_ld32_rl80,3.095642023254186e-05,1.92149182112189e-05,5,reaction_diffusion
4.894436278846115e-05,crossover_reaction_diffusion_ld32_rl80,2.5553328669047914e-05,1.848571810114663e-05,6,reaction_diffusion
4.429421096574515e-05,crossover_reaction_diffusion_ld32_rl80,2.057020719803404e-05,1.632479325053282e-05,7,reaction_diffusion
4.1645787860034034e-05,crossover_reaction_diffusion_ld32_rl80,1.7459831724409014e-05,1.4319820365926716e-05,8,reaction_diffusion
3.819531775661744e-05,crossover_reaction_diffusion_ld32_rl80,1.4674874364573043e-05,1.2382518434606027e-05,9,reaction_diffusion
3.381200440344401e-05,crossover_reaction_diffusion_ld32_rl80,1.153368521045195e-05,9.601159945304971e-06,10,reaction_diffusion
3.088448283961043e-05,crossover_reaction_diffusion_ld32_rl80,1.0590016245259903e-05,8.514653927704785e-06,11,reaction_diffusion
2.8146710974397138e-05,crossover_reaction_diffusion_ld32_rl80,8.248386620834935e-06,6.4005525928223506e-06,12,reaction_diffusion
2.3913005861686543e-05,crossover_reaction_diffusion_ld32_rl80,6.693094746879069e-06,5.383751158660743e-06,13,reaction_diffusion
2.1760884919785894e-05,crossover_reaction_diffusion_ld32_rl80,6.235704859136604e-06,4.493658252613386e-06,14,reaction_diffusion
1.8625860320753418e-05,crossover_reaction_diffusion_ld32_rl80,5.1408278523012996e-06,3.6258802538213786e-06,15,reaction_diffusion
1.5684105164837092e-05,crossover_reaction_diffusion_ld32_rl80,4.204136985208606e-06,3.08827497974562e-06,16,reaction_diffusion
0.00010565583215793595,crossover_heat_ld16_rl48,0.08090390264987946,0.013979415409266949,1,heat
9.511160897091031e-05,crossover_heat_ld16_rl48,0.03543338179588318,0.00878935120999813,2,heat
9.831472561927512e-05,crossover_heat_ld16_rl48,0.02500254660844803,0.007332058623433113,3,heat
9.697560017229989e-05,crossover_heat_ld16_rl48,0.021342407912015915,0.006941124331206083,4,heat
9.625212260289118e-05,crossover_heat_ld16_rl48,0.019842565059661865,0.006916441489011049,5,heat
9.843122097663581e-05,crossover_heat_ld16_rl48,0.01883966103196144,0.006984293926507235,6,heat
0.000106161976873409,crossover_heat_ld16_rl48,0.018960081040859222,0.0071787345223128796,7,heat
0.00010165184357902035,crossover_heat_ld16_rl48,0.019342409446835518,0.007076167967170477,8,heat
0.00011494402133394033,crossover_heat_ld16_rl48,0.01987602934241295,0.006831110455095768,9,heat
0.00011818796338047832,crossover_heat_ld16_rl48,0.020542021840810776,0.006569191813468933,10,heat
0.00012051455996697769,crossover_heat_ld16_rl48,0.021787390112876892,0.006516744382679462,11,heat
0.00013031855633016676,crossover_heat_ld16_rl48,0.022432489320635796,0.006311738397926092,12,heat
0.00013627466978505254,crossover_heat_ld16_rl48,0.025551812723279,0.006754156667739153,13,heat
0.00014902601833455265,crossover_heat_ld16_rl48,0.02853826805949211,0.006886224262416363,14,heat
0.00014147089677862823,crossover_heat_ld16_rl48,0.030161887407302856,0.0065903859212994576,15,heat
0.00015406424063257873,crossover_heat_ld16_rl48,0.02950623631477356,0.006243274547159672,16,heat
9.700954251457006e-05,crossover_heat_ld16_rl64,0.06055540218949318,0.013074159622192383,1,heat
8.905270806280896e-05,crossover_heat_ld16_rl64,0.029156463220715523,0.008649371564388275,2,heat
8.265442738775164e-05,crossover_heat_ld16_rl64,0.020490553230047226,0.007083419244736433,3,heat
8.798870840109885e-05,crossover_heat_ld16_rl64,0.01686134561896324,0.006460861768573523,4,heat
8.939511462813243e-05,crossover_heat_ld16_rl64,0.01531269308179617,0.006376915145665407,5,heat
9.02300380403176e-05,crossover_heat_ld16_rl64,0.014984228648245335,0.0065156747587025166,6,heat
9.386546298628673e-05,crossover_heat_ld16_rl64,0.015751913189888,0.006760283373296261,7,heat
9.308799053542316e-05,crossover_heat_ld16_rl64,0.01697928085923195,0.007074494380503893,8,heat
0.00010844421194633469,crossover_heat_ld16_rl64,0.01875964179635048,0.007336137350648642,9,heat
0.00010818650480359793,crossover_heat_ld16_rl64,0.021465852856636047,0.007743150927126408,10,heat
0.00011140564311062917,crossover_heat_ld16_rl64,0.02460416592657566,0.008046794682741165,11,heat
0.00010435210424475372,crossover_heat_ld16_rl64,0.028254343196749687,0.008217628113925457,12,heat
0.00012197576143080369,crossover_heat_ld16_rl64,0.02937498316168785,0.007435931824147701,13,heat
