system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
reaction_diffusion,1,0.0008301789057441056,7.239140541059896e-05,7.524531247327104e-05
reaction_diffusion,2,0.00011565910972421989,1.2557672562252264e-05,6.832947110524401e-05
reaction_diffusion,3,2.456493348290678e-05,4.473452918318799e-06,6.296170613495633e-05
reaction_diffusion,4,1.145170972449705e-05,4.035272468172479e-06,5.641853567794897e-05
reaction_diffusion,5,1.1866301065310836e-05,6.2843628256814554e-06,5.4673844715580344e-05
reaction_diffusion,6,1.4328438737720717e-05,8.447619620710611e-06,4.884739973931573e-05
reaction_diffusion,7,1.5838475519558415e-05,9.642055374570191e-06,4.1088747821049765e-05
reaction_diffusion,8,1.570828135299962e-05,1.0581857168290298e-05,3.7333917134674266e-05
reaction_diffusion,9,1.4246368664316833e-05,1.0325281436962541e-05,3.105892028543167e-05
reaction_diffusion,10,1.771081952028908e-05,1.3714721717406064e-05,2.6874013201449998e-05
reaction_diffusion,11,2.2107908080215566e-05,1.7229745935765095e-05,2.450063402648084e-05
reaction_diffusion,12,2.388203029113356e-05,1.8968012227560394e-05,2.1554646082222462e-05
reaction_diffusion,13,2.266440787934698e-05,1.807706939871423e-05,1.654239895287901e-05
reaction_diffusion,14,2.28837725444464e-05,1.8840986740542576e-05,1.421489014319377e-05
reaction_diffusion,15,2.1167776139918715e-05,1.7366473912261426e-05,1.1448976692918222e-05
reaction_diffusion,16,2.1151954570086673e-05,1.7427228158339858e-05,9.264676918974146e-06
