system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
wave,1,0.11337932199239731,0.022970588877797127,0.0003031986125279218
wave,2,0.046898651868104935,0.014256016351282597,0.0002945912419818342
wave,3,0.031116649508476257,0.010905246250331402,0.00028356685652397573
wave,4,0.024744980037212372,0.009333821013569832,0.00028145010583102703
wave,5,0.022990992292761803,0.00887179747223854,0.00027834760840050876
wave,6,0.022705646231770515,0.008759746327996254,0.0002862043329514563
wave,7,0.023712338879704475,0.008681156672537327,0.0002948529436253011
wave,8,0.024808138608932495,0.008504867553710938,0.00031651093740947545
wave,9,0.025791019201278687,0.008151540532708168,0.0003239933867007494
wave,10,0.026525497436523438,0.0076690493151545525,0.00033165307831950486
wave,11,0.02711576037108898,0.006988115143030882,0.00035469201975502074
wave,12,0.027210138738155365,0.006298513151705265,0.0003681505040731281
wave,13,0.027272241190075874,0.00599606242030859,0.00034277583472430706
wave,14,0.027570685371756554,0.006099659949541092,0.0003664143441710621
wave,15,0.029369236901402473,0.006482317578047514,0.0003481151652522385
wave,16,0.03321949020028114,0.006555457599461079,0.00035513329203240573
