system,step,latent_damage_mse,state_damage_rel_mse,direct_ground_damage_rel_mse
burgers,1,0.08499104529619217,0.015708481892943382,0.00017578087863512337
burgers,2,0.03808695822954178,0.01021562796086073,0.00015645698294974864
burgers,3,0.026496151462197304,0.008482975885272026,0.0001511426962679252
burgers,4,0.022080453112721443,0.007805784232914448,0.00013869018584955484
burgers,5,0.02026294358074665,0.007520062383264303,0.00014296553854364902
burgers,6,0.019741108641028404,0.00753004802390933,0.0001499418867751956
burgers,7,0.01985347270965576,0.007533351890742779,0.00015544285997748375
burgers,8,0.02097044326364994,0.007560245227068663,0.0001555749331600964
burgers,9,0.022252323105931282,0.007340921089053154,0.00016414195124525577
burgers,10,0.023936046287417412,0.007192229852080345,0.0001877473114291206
burgers,11,0.02527707815170288,0.0070987893268466,0.00018917095439974219
burgers,12,0.027156347408890724,0.007253620773553848,0.00018102774629369378
burgers,13,0.02836291491985321,0.00706587266176939,0.00019697225070558488
burgers,14,0.031313031911849976,0.007146600168198347,0.00019323683227412403
burgers,15,0.03408973291516304,0.007152498234063387,0.00018576072761788964
burgers,16,0.037316519767045975,0.007044837344437838,0.00018353419727645814
