system,strategy,full_rel_mse,tail16_rel_mse,final_step_rel_mse,run_name,seed,latent_dim,rollout_len
reaction_diffusion,latent,0.0047774091362953,0.0090992264449596,0.0115786362439394,rd_seed11_ld32_rl96,11,32,96
reaction_diffusion,state,0.0525250881910324,0.1532348096370697,0.2969046533107757,rd_seed11_ld32_rl96,11,32,96
reaction_diffusion,latent_branch,0.0069008735008537,0.0135761890560388,0.0175493061542511,rd_seed11_ld32_rl96,11,32,96
reaction_diffusion,hybrid_2,0.0080499127507209,0.0164108853787183,0.0214744210243225,rd_seed11_ld32_rl96,11,32,96
reaction_diffusion,hybrid_4,0.0038417503237724,0.0061464575119316,0.0072951512411236,rd_seed11_ld32_rl96,11,32,96
reaction_diffusion,hybrid_8,0.0029768489766865,0.0042436891235411,0.0049966643564403,rd_seed11_ld32_rl96,11,32,96
reaction_diffusion,hybrid_16,0.002902353182435,0.0041800579056143,0.0050738411955535,rd_seed11_ld32_rl96,11,32,96
reaction_diffusion,latent,0.0051528150215744,0.0098789222538471,0.0118626952171325,rd_seed11_ld32_rl112,11,32,112
reaction_diffusion,state,1.9279115200042725,3.8837175369262695,4.29010009765625,rd_seed11_ld32_rl112,11,32,112
reaction_diffusion,latent_branch,0.0075209378264844,0.0181029736995697,0.0258761942386627,rd_seed11_ld32_rl112,11,32,112
reaction_diffusion,hybrid_2,0.1349823772907257,0.1751087456941604,0.1020394265651702,rd_seed11_ld32_rl112,11,32,112
reaction_diffusion,hybrid_4,0.0428503826260566,0.1150756403803825,0.119142971932888,rd_seed11_ld32_rl112,11,32,112
reaction_diffusion,hybrid_8,0.0139003898948431,0.0354034788906574,0.0469066575169563,rd_seed11_ld32_rl112,11,32,112
reaction_diffusion,hybrid_16,0.0066636479459702,0.0138169825077056,0.0175454504787921,rd_seed11_ld32_rl112,11,32,112
reaction_diffusion,latent,0.0020780642516911,0.0020587062463164,0.0025048032402992,rd_seed13_ld16_rl80,13,16,80
reaction_diffusion,state,0.0105827953666448,0.0259139239788055,0.0358886420726776,rd_seed13_ld16_rl80,13,16,80
reaction_diffusion,latent_branch,0.0036694651935249,0.0037102021742612,0.0036787507124245,rd_seed13_ld16_rl80,13,16,80
reaction_diffusion,hybrid_2,0.0047845630906522,0.0091727627441287,0.0166768077760934,rd_seed13_ld16_rl80,13,16,80
reaction_diffusion,hybrid_4,0.0027914559468626,0.0034438059665262,0.0044497502967715,rd_seed13_ld16_rl80,13,16,80
reaction_diffusion,hybrid_8,0.002329570474103,0.0024201699998229,0.0028623128309845,rd_seed13_ld16_rl80,13,16,80
reaction_diffusion,hybrid_16,0.0021712454035878,0.0021820738911628,0.0026147835887968,rd_seed13_ld16_rl80,13,16,80
reaction_diffusion,latent,0.0026602738071233,0.0039775436744093,0.0049821212887763,rd_seed13_ld16_rl96,13,16,96
reaction_diffusion,state,0.1509718000888824,0.1090612933039665,0.0875480622053146,rd_seed13_ld16_rl96,13,16,96
reaction_diffusion,latent_branch,0.005435302387923,0.0086251012980937,0.0109453564509749,rd_seed13_ld16_rl96,13,16,96
reaction_diffusion,hybrid_2,0.0479788966476917,0.0540834963321685,0.0356594659388065,rd_seed13_ld16_rl96,13,16,96
reaction_diffusion,hybrid_4,0.0136823439970612,0.0179725345224142,0.0179764386266469,rd_seed13_ld16_rl96,13,16,96
reaction_diffusion,hybrid_8,0.0051613328978419,0.0063557783141732,0.0067173307761549,rd_seed13_ld16_rl96,13,16,96
reaction_diffusion,hybrid_16,0.0031059039756655,0.003971901256591,0.0045158918946981,rd_seed13_ld16_rl96,13,16,96
